,model,forecast_date,delta,target_end_date,quantile,value,deaths,deltaW,proper,score,sumpdf,prange,p,CIHI,CILO,PE,scorecontr
4176,MOBS:GLEAM_COVID,2020-09-28,5,2020-10-03,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[206006.345198895, 206132.555381938, 206255.096451493, 206419.010967011, 206576.04890735602, 206740.726768729, 206920.936056011, 207095.899697663, 207217.06208566102, 207343.085882344, 207461.381188334, 210227.274334451, 212069.641454392, 212348.24389507898, 212635.976760433, 212950.567909574, 213284.44418149, 213763.032583646, 214268.738683924, 214808.716112808, 215662.622831901, 216641.46398009, 217280.680471799]",209649.0,1.0,True,-7.821841032356812,0.9799290733008105,0.98,1.0580963784395658e-05,217280.680471799,206006.345198895,210227.274334451,49.94490591341259
4177,NotreDame:mobility,2020-09-28,19,2020-10-17,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[215958.0, 216011.15, 216049.0, 216100.0, 216138.0, 216167.0, 216195.0, 216222.0, 216249.0, 216280.8, 216310.0, 216347.0, 216391.0, 216436.0, 216499.3, 216556.4, 216612.0, 216660.0, 216722.4, 216783.8, 216870.0, 216944.95, 217010.0]",219681.0,3.0,True,,0.9796895711128653,0.98,0.0,217010.0,215958.0,216347.0,
4178,CovidAnalytics:DELPHI,2020-09-28,5,2020-10-03,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[206802.264533899, 207070.591224725, 207301.36698184602, 207567.43665003, 207746.952591985, 207889.62617188, 208012.02739953302, 208121.947484935, 208223.80482542698, 208320.45748090302, 208413.970043628, 208506.0, 208598.029956372, 208691.54251909698, 208788.19517457302, 208890.052515065, 208999.97260046698, 209122.37382812, 209265.047408015, 209444.56334997, 209710.63301815398, 209941.408775275, 210209.735466101]",209649.0,1.0,True,-2.336101916079916,0.9799451891806803,0.98,0.00016433813028982058,210209.735466101,206802.264533899,208506.0,3.2157189555028123
4179,MOBS:GLEAM_COVID,2020-09-28,19,2020-10-17,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[208434.10817464802, 208794.749151415, 209149.237242798, 209629.116568936, 210093.017684226, 210636.548754626, 211171.573690501, 211727.920518703, 212108.178507523, 212497.73364627, 212861.157788037, 222123.34807883, 229381.16645713898, 230381.58285972802, 231435.94972179897, 232562.92390994699, 233783.141287795, 235496.905171071, 237221.89364979698, 239196.697896416, 242361.16083691, 245599.20890293, 248035.796813328]",219681.0,3.0,True,-10.587594742568164,0.9799783254849577,0.98,2.59298252423823e-06,248035.796813328,208434.10817464802,222123.34807883,199.09804090823232
4180,LANL:GrowthRate,2020-10-01,23,2020-10-24,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[211810.259807791, 212671.895773005, 213533.96711999198, 214596.13861706102, 215395.144223965, 216085.99623275103, 216654.75897472398, 217255.89410524102, 217821.88389640802, 218347.70182140102, 218906.837858826, 219505.79514492102, 220055.94180974, 220636.715477835, 221230.067905782, 221810.463272163, 222645.503875986, 223423.62434751302, 224489.892571586, 225981.487755078, 228319.26454126698, 230085.924224893, 233755.422681103]",225383.0,4.0,True,-5.5058858350681055,0.9799941940699702,0.98,3.248735312832984e-05,233755.422681103,211810.259807791,219505.79514492102,15.688734664905985
4181,CU:nochange,2020-10-01,9,2020-10-10,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[211110.0, 211551.0, 211834.0, 212094.0, 212263.0, 212446.0, 212568.0, 212694.0, 212807.0, 212937.0, 213043.0, 213125.0, 213206.0, 213328.0, 213440.0, 213548.0, 213694.0, 213835.0, 214016.0, 214304.0, 214778.0, 215130.0, 215643.0]",214656.0,2.0,True,-3.4536044032887956,0.9799926618084833,0.98,9.288608131777232e-05,215643.0,211110.0,213125.0,5.622645044339834
4182,LANL:GrowthRate,2020-10-01,9,2020-10-10,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[209834.93873225, 210211.143106911, 210661.226163842, 211159.432738978, 211506.287960563, 211808.630448925, 212050.40687965899, 212303.368446915, 212494.821067503, 212690.293584811, 212897.18587678802, 213119.068244591, 213281.26026766302, 213508.76213062397, 213724.088835011, 214013.68962405398, 214272.78487316103, 214568.492816698, 214951.178292046, 215462.96047909, 216219.86130654198, 216800.032060861, 217413.30172163103]",214656.0,2.0,True,-2.6297172404665963,0.9799612244774653,0.98,0.00014023469216256634,217413.30172163103,209834.93873225,213119.068244591,3.72422441804975
4183,LANL:GrowthRate,2020-10-01,44,2020-11-14,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[212915.01484526, 214259.167135647, 215584.86809292, 217247.62028096, 218468.46954494802, 219518.31518113601, 220557.210013549, 221482.399155233, 222481.588555862, 223478.745074855, 224413.140117382, 225255.206575534, 226137.321694897, 227193.915139183, 228448.34266643398, 229626.492193988, 231153.113862617, 232655.07705943898, 234801.26965134102, 238265.67911334898, 242701.209292243, 247699.123559886, 255845.788392264]",245591.0,7.0,True,-9.275245609173943,0.979996354193277,0.98,4.726749728733992e-06,255845.788392264,212915.01484526,225255.206575534,103.29849477102721
4184,LANL:GrowthRate,2020-10-01,37,2020-11-07,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[212653.302426752, 213930.496194715, 215102.96882064102, 216635.3776165, 217701.223061084, 218584.33743024198, 219565.03575689998, 220346.522829725, 221252.48440527898, 222196.768477962, 222919.027432856, 223603.54675993603, 224658.90695203602, 225420.014443575, 226406.926034879, 227502.063137315, 228704.186274736, 230098.18003283898, 232031.190453705, 234666.885971503, 238206.8058949, 242632.280959512, 247316.729725006]",238013.0,6.0,True,-7.968894361316303,0.9799937038235411,0.98,9.226544095963796e-06,247316.729725006,212653.302426752,223603.54675993603,53.75556414668548
4185,LANL:GrowthRate,2020-10-01,16,2020-10-17,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[211009.861169005, 211694.40399300898, 212329.598850873, 213127.832098942, 213703.025967234, 214187.532582723, 214674.673897865, 215085.84304139199, 215469.099560286, 215882.99209308802, 216214.577150279, 216543.914336532, 216948.59527646398, 217359.637137763, 217792.37192332398, 218236.557391419, 218811.923020535, 219292.219700663, 219958.07757936302, 220915.419592617, 222310.73206982, 223401.48883949898, 224873.761247869]",219681.0,3.0,True,-3.9157994102147855,0.9799892360684256,0.98,7.287214251416874e-05,224873.761247869,211009.861169005,216543.914336532,7.084432032236981
4186,CU:nochange,2020-10-01,23,2020-10-24,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[217138.0, 218248.0, 219144.0, 220001.0, 220594.0, 221165.0, 221679.0, 222148.0, 222510.0, 222923.0, 223365.0, 223855.0, 224275.0, 224834.0, 225447.0, 226024.0, 226694.0, 227432.0, 228489.0, 230139.0, 232646.0, 235685.0, 241158.0]",225383.0,4.0,True,-3.643758314866189,0.9799972199639216,0.98,8.242713073303154e-05,241158.0,217138.0,223855.0,6.183467247528738
4187,CU:nochange,2020-10-01,30,2020-10-31,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[220417.0, 222190.0, 223374.0, 224707.0, 225700.0, 226558.0, 227435.0, 228212.0, 228841.0, 229526.0, 230261.0, 231089.0, 231914.0, 232772.0, 233930.0, 235076.0, 236243.0, 237573.0, 239538.0, 242788.0, 247924.0, 254027.0, 267983.0]",231123.0,5.0,True,-4.233684031171969,0.9799995619001638,0.98,6.060499718721357e-05,267983.0,220417.0,231089.0,8.304869384311763
4188,CU:nochange,2020-10-01,16,2020-10-17,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[214103.0, 214813.0, 215362.0, 215859.0, 216204.0, 216540.0, 216816.0, 217054.0, 217264.0, 217507.0, 217741.0, 218002.0, 218179.0, 218473.0, 218760.0, 219060.0, 219377.0, 219708.0, 220240.0, 220938.0, 222110.0, 223345.0, 225077.0]",219681.0,3.0,True,-2.7944546002063797,0.979993451327676,0.98,0.00012766106702438718,225077.0,214103.0,218002.0,4.043971687832546
4189,LANL:GrowthRate,2020-10-01,30,2020-10-31,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[212292.439252012, 213393.275546758, 214433.50191674, 215732.686607628, 216653.679126082, 217514.600199029, 218310.893659252, 219036.292103846, 219729.124921902, 220364.696373118, 221080.764285481, 221808.504082382, 222545.28964161, 223209.73252972699, 224079.25753483, 224914.081368814, 225832.507408993, 226940.793725654, 228440.36983744, 230486.223867522, 233819.85948180602, 236726.858422355, 240979.85525075198]",231123.0,5.0,True,-6.71937742166934,0.9799950843554344,0.98,1.7488274997951025e-05,240979.85525075198,212292.439252012,221808.504082382,28.780230510748524
4190,YYG:ParamSearch,2020-10-02,15,2020-10-17,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[214471.12711, 214864.181372, 215310.839044, 215850.07791199998, 216272.571118, 216658.597135, 216991.988394, 217325.20474899997, 217644.460208, 217952.653842, 218273.44346100002, 218602.862529, 218934.204358, 219290.228258, 219683.34851999997, 220125.35553499998, 220648.219428, 221257.12515300003, 222013.30189899998, 223013.175066, 224656.87341799997, 226023.48760700002, 228057.074745]",219681.0,3.0,True,-2.918526678469015,0.9799837973639043,0.98,0.00011998212807612374,228057.074745,214471.12711,218602.862529,4.30278866497159
4191,YYG:ParamSearch,2020-10-02,8,2020-10-10,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[211671.75747799998, 211896.521458, 212148.373737, 212457.248887, 212686.488006, 212897.027931, 213082.595522, 213258.618973, 213428.262105, 213592.396194, 213764.304455, 213936.282777, 214105.47718800002, 214296.779768, 214502.831545, 214725.31445499999, 214994.248934, 215311.63752600003, 215676.409542, 216171.993213, 217008.33744899998, 217674.70367, 218652.880162]",214656.0,2.0,True,-1.7162290329067273,0.9799711276096529,0.98,0.00022142003210667838,218652.880162,211671.75747799998,213936.282777,2.358709191036051
4192,YYG:ParamSearch,2020-10-02,29,2020-10-31,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[219729.85206900002, 220449.79065799998, 221242.08691500002, 222247.922672, 223102.802781, 223853.351796, 224531.079897, 225201.034209, 225892.790946, 226559.83499899998, 227218.38155, 227925.005742, 228694.68798400002, 229493.294256, 230387.707288, 231430.50935300003, 232611.316415, 234057.49681799999, 235971.67534899997, 238396.913546, 242475.087532, 246290.52857399997, 251445.71864299997]",231123.0,5.0,True,-4.7649027161817985,0.9799909093815147,0.98,4.6468190768006457e-05,251445.71864299997,219729.85206900002,227925.005742,10.831422040707592
4193,YYG:ParamSearch,2020-10-02,22,2020-10-24,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[217138.932504, 217697.622535, 218324.775099, 219096.05001500002, 219729.585762, 220292.270809, 220789.72741, 221287.093691, 221776.54100100003, 222254.56782800003, 222735.923011, 223241.874588, 223774.17077800003, 224328.7315, 224940.85636799998, 225659.15668800002, 226471.72599699997, 227449.094573, 228720.295991, 230341.08438000001, 233021.44064899997, 235397.701498, 238823.352504]",225383.0,4.0,True,-4.023315407252624,0.9799885148902936,0.98,6.81789654641829e-05,238823.352504,217138.932504,223241.874588,7.475699575747134
4194,Covid19Sim:Simulator,2020-10-04,27,2020-10-31,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[225465.92300205602, 228230.116578176, 228592.563913163, 228907.01529578603, 229367.834274861, 229382.88062901603, 229697.163907203, 229784.634263406, 229831.99511056, 229918.235746267, 229949.70163295302, 229990.303567446, 230141.77236261198, 230392.72223120002, 230473.66118617103, 230955.34695194103, 231472.65006914, 231997.04346893, 231997.04346893, 231997.04346893, 232008.009312399, 233290.016189993, 233533.72527132698]",231123.0,4.0,True,-3.29890707790526,0.9798975867636012,0.98,9.671474068712049e-05,233533.72527132698,225465.92300205602,229990.303567446,5.204135192841572
4195,BPagano:RtDriven,2020-10-04,48,2020-11-21,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[226521.53600000002, 228026.242, 229371.37, 230946.47, 232016.10199999998, 232868.31600000002, 233600.37600000002, 234258.285, 234868.22600000002, 235447.173, 236007.41, 236558.812, 237110.21300000002, 237670.451, 238249.39800000002, 238859.33800000002, 239517.247, 240249.307, 241101.521, 242171.15300000002, 243746.253, 245091.38100000002, 246596.087]",255861.0,7.0,True,,0.9799891552143238,0.98,0.0,246596.087,226521.53600000002,236558.812,
4196,WalmartLabsML:LogForecasting,2020-10-04,20,2020-10-24,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[201705.339847363, 204343.35245311397, 206771.172082756, 209657.71185408, 212032.939671033, 214038.33038229198, 214575.08147973698, 215636.039156913, 217384.327477767, 218317.19061894802, 219423.273768671, 220442.62314958, 221592.708178703, 222604.664890895, 224062.867668046, 224820.46230566897, 226052.11192836898, 227338.552094401, 229111.88029382302, 232115.076648251, 234252.11792436603, 236510.58575777, 240340.30238474102]",225383.0,3.0,True,-5.156486021211111,0.9799983536627723,0.98,3.868882451144029e-05,240340.30238474102,201705.339847363,220442.62314958,13.173971285810348
4197,Covid19Sim:Simulator,2020-10-04,48,2020-11-21,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[242680.111595613, 245808.134912975, 246796.120031165, 247428.21777344603, 247971.75025169898, 248011.38890472302, 248174.29270043602, 248327.53190430603, 248446.156796404, 248537.42479452802, 248650.745937609, 248833.311541154, 249208.36903984, 249502.745796492, 249815.56774637, 250409.99820602, 251469.37421837897, 252285.768613875, 252285.768613875, 252285.768613875, 252289.749820412, 254098.14337300102, 254240.530111905]",255861.0,7.0,True,,0.9798317070215883,0.98,0.0,254240.530111905,242680.111595613,248833.311541154,
4198,Columbia_UNC:SurvCon,2020-10-04,48,2020-11-21,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[250314.0, 251605.0, 253387.0, 256003.0, 256898.0, 257751.0, 259271.0, 260038.0, 261114.0, 262150.0, 263415.0, 264237.0, 265178.0, 266294.0, 267215.0, 268146.0, 269662.0, 270818.0, 272110.0, 275264.0, 277643.0, 282015.0, 283631.0]",255861.0,7.0,True,-5.619889764791865,0.9799793306337368,0.98,2.8801640252682642e-05,283631.0,250314.0,264237.0,16.609002745120314
4199,UMass:MechBayes,2020-10-04,20,2020-10-24,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[220499.0, 220859.0, 221357.0, 221762.0, 222196.0, 222558.0, 222896.0, 223192.0, 223517.0, 223802.0, 224069.0, 224366.0, 224681.0, 224984.0, 225244.0, 225563.0, 225951.0, 226402.0, 226909.0, 227464.0, 228408.0, 229269.0, 230219.0]",225383.0,3.0,True,-2.337984750004611,0.9799676719121119,0.98,0.000158348994264923,230219.0,220499.0,224366.0,3.218747713311963
4200,Karlen:pypm,2020-10-04,6,2020-10-10,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[213996.1, 214024.6, 214105.6, 214219.3, 214262.1, 214295.5, 214364.2, 214403.7, 214432.1, 214449.9, 214498.7, 214532.5, 214605.1, 214663.5, 214799.0, 214826.1, 214867.5, 214896.6, 214945.5, 215032.0, 215205.8, 215257.9, 215266.3]",214656.0,1.0,True,0.6143807956842045,0.9764932667713108,0.98,0.0007100720258364779,215266.3,213996.1,214532.5,0.7355105479536125
4201,JHU_IDD:CovidSP,2020-10-04,6,2020-10-10,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[213155.4, 213203.65, 213288.75, 213383.1, 213441.95, 213508.4, 213571.5, 213615.4, 213669.65, 213692.0, 213745.1, 213800.5, 213842.45, 213888.4, 213941.75, 213995.9, 214050.25, 214112.4, 214250.3, 214344.2, 214487.65, 214741.275, 214906.16]",214656.0,1.0,True,-3.8095595089051626,0.979713040007325,0.98,7.774204707752808e-05,214906.16,213155.4,213800.5,6.717927870984559
4202,UCLA:SuEIR,2020-10-04,6,2020-10-10,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[213828.831979436, 213914.40129157397, 214000.57021948398, 214090.445195062, 214112.731569604, 214129.603886679, 214149.463637543, 214162.938614448, 214178.387939744, 214189.442298336, 214199.441875615, 214209.74161826397, 214218.866904365, 214223.575924485, 214223.575924485, 214226.919518602, 214245.756700436, 214264.34814699602, 214308.04453980102, 214364.635365083, 214410.255380488, 214428.73744860102, 214490.939860157]",214656.0,1.0,True,,0.9799295348782814,0.98,0.0,214490.939860157,213828.831979436,214209.74161826397,
4203,UCM_MESALab:FoGSEIR,2020-10-04,20,2020-10-24,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[230400.0, 230444.0, 230493.0, 230554.0, 230581.0, 230604.0, 230627.0, 230645.0, 230667.0, 230674.0, 230683.0, 230696.0, 230709.0, 230719.0, 230731.0, 230742.0, 230755.0, 230773.0, 230785.0, 230801.0, 230835.0, 230854.0, 230894.0]",225383.0,3.0,True,,0.9798411953607612,0.98,0.0,230894.0,230400.0,230696.0,
4204,Karlen:pypm,2020-10-04,27,2020-10-31,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[227404.7, 227508.0, 227808.0, 228633.8, 228770.5, 228967.7, 229192.3, 229381.5, 229518.3, 229775.0, 229895.5, 229982.8, 230276.1, 230613.8, 230814.4, 231079.2, 231376.7, 231568.6, 231858.4, 232432.2, 232814.8, 233091.3, 233252.7]",231123.0,4.0,True,-2.249248523963634,0.9797792187775444,0.98,0.0001634643796468438,233252.7,227404.7,229982.8,3.079059711747472
4205,RPI_UW:Mob_Collision,2020-10-04,6,2020-10-10,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[211076.291099253, 211566.985517247, 211989.09256368398, 212475.76819037602, 212804.23739947198, 213065.164122751, 213289.050986194, 213490.111115041, 213676.422279809, 213853.20890919102, 214024.262062982, 214192.59583465898, 214360.929606335, 214531.982760126, 214708.769389508, 214895.080554277, 215096.140683124, 215320.027546567, 215580.954269845, 215909.423478942, 216396.09910563397, 216818.206152071, 217308.900570064]",214656.0,1.0,True,-1.2440980304277316,0.9799696547136241,0.98,0.00028037472070008285,217308.900570064,211076.291099253,214192.59583465898,1.8627409186728614
4206,JHU_IDD:CovidSP,2020-10-04,27,2020-10-31,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[224776.72, 225109.55, 225464.0, 225904.1, 226214.7, 226571.0, 226810.25, 227063.0, 227280.55, 227504.2, 227661.95, 228007.0, 228305.1, 228476.2, 228645.25, 229000.7, 229248.25, 229463.0, 229886.8, 230422.3, 231184.15, 231869.8, 232479.09]",231123.0,4.0,True,-4.594029842083413,0.9799550279141835,0.98,5.0612796827831374e-05,232479.09,224776.72,228007.0,9.944453126914
4207,IowaStateLW:STEM,2020-10-04,27,2020-10-31,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[226335.0, 226675.0, 226963.0, 227325.0, 227639.0, 227873.0, 228088.0, 228279.0, 228492.0, 228687.0, 228887.0, 229075.0, 229274.0, 229461.0, 229667.0, 229863.0, 230070.0, 230298.0, 230533.0, 230778.0, 231127.0, 231314.0, 231672.0]",231123.0,4.0,True,-2.5955477574125725,0.9799891084217434,0.98,0.00013747546824016688,231672.0,226335.0,229075.0,3.6611374532444283
4208,Covid19Sim:Simulator,2020-10-04,6,2020-10-10,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[209351.748198933, 211694.57243853, 211694.57243853, 211942.879604306, 212064.37577292102, 212074.32652019, 212234.175454845, 212301.407027951, 212313.06294026898, 212333.38509668602, 212373.021953069, 212390.362886052, 212451.987403687, 212509.678436722, 212542.395015905, 212753.300699471, 212937.556306372, 213095.70542915602, 213095.70542915602, 213095.70542915602, 213105.36388352, 213595.323275313, 213743.72220831897]",214656.0,1.0,True,,0.9798315450872173,0.98,0.0,213743.72220831897,209351.748198933,212390.362886052,
4209,UCLA:SuEIR,2020-10-04,20,2020-10-24,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[220003.750671993, 220867.172385535, 221491.609708542, 222215.16971008698, 222450.81573829998, 222577.806316933, 222722.10843707802, 222856.08038674, 222969.58946341602, 223077.816094048, 223176.716163262, 223242.251494015, 223330.56240472398, 223340.20681947801, 223344.614934751, 223419.58942069102, 223549.220680192, 223682.161907954, 224025.34731538603, 224449.93480735802, 224908.631805969, 225247.988086955, 225585.27414519302]",225383.0,3.0,True,-4.731801600980066,0.9799528384230979,0.98,4.7841477632593055e-05,225585.27414519302,220003.750671993,223242.251494015,10.65363129269728
