forecast_date,target,target_end_date,quantile,type,location,value
2021-08-02,4 wk ahead cum death,2021-08-28,0.025,quantile,US,626631.8506147872
2021-08-02,4 wk ahead cum death,2021-08-28,0.05,quantile,US,627987.8307747456
2021-08-02,4 wk ahead cum death,2021-08-28,0.1,quantile,US,629485.4602785694
2021-08-02,4 wk ahead cum death,2021-08-28,0.15,quantile,US,630669.5219106609
2021-08-02,4 wk ahead cum death,2021-08-28,0.2,quantile,US,631615.1609804255
2021-08-02,4 wk ahead cum death,2021-08-28,0.25,quantile,US,632446.1572679831
2021-08-02,4 wk ahead cum death,2021-08-28,0.3,quantile,US,633221.6627277499
2021-08-02,4 wk ahead cum death,2021-08-28,0.35,quantile,US,633994.8718108187
2021-08-02,4 wk ahead cum death,2021-08-28,0.4,quantile,US,634749.1995537258
2021-08-02,4 wk ahead cum death,2021-08-28,0.45,quantile,US,635499.6932745362
2021-08-02,4 wk ahead cum death,2021-08-28,0.5,quantile,US,636252.9476497398
2021-08-02,4 wk ahead cum death,2021-08-28,0.55,quantile,US,637265.1008837979
2021-08-02,4 wk ahead cum death,2021-08-28,0.6,quantile,US,638162.5655530186
2021-08-02,4 wk ahead cum death,2021-08-28,0.65,quantile,US,639099.5237624543
2021-08-02,4 wk ahead cum death,2021-08-28,0.7,quantile,US,640057.730146532
2021-08-02,4 wk ahead cum death,2021-08-28,0.75,quantile,US,641130.6388025663
2021-08-02,4 wk ahead cum death,2021-08-28,0.8,quantile,US,642310.5207527872
2021-08-02,4 wk ahead cum death,2021-08-28,0.85,quantile,US,643748.590003052
2021-08-02,4 wk ahead cum death,2021-08-28,0.9,quantile,US,645605.9355710625
2021-08-02,4 wk ahead cum death,2021-08-28,0.95,quantile,US,648497.5165347451
2021-08-02,4 wk ahead cum death,2021-08-28,0.975,quantile,US,651470.9075937143
2021-08-02,4 wk ahead cum death,2021-08-28,0.99,quantile,US,655273.3292164035
2021-08-02,4 wk ahead cum death,2021-08-28,NA,point,US,636252.9476497398
2021-08-02,5 wk ahead cum death,2021-09-04,0.01,quantile,US,638375.8121170327
2021-08-02,5 wk ahead cum death,2021-09-04,0.025,quantile,US,639559.661162684
2021-08-02,5 wk ahead cum death,2021-09-04,0.05,quantile,US,640974.156314607
2021-08-02,5 wk ahead cum death,2021-09-04,0.1,quantile,US,642900.9816208387
2021-08-02,5 wk ahead cum death,2021-09-04,0.15,quantile,US,644242.6333126959
2021-08-02,5 wk ahead cum death,2021-09-04,0.2,quantile,US,645875.798882125
2021-08-02,5 wk ahead cum death,2021-09-04,0.25,quantile,US,646957.502622552
2021-08-02,5 wk ahead cum death,2021-09-04,0.3,quantile,US,648018.1935976865
2021-08-02,5 wk ahead cum death,2021-09-04,0.35,quantile,US,649065.0753138235
2021-08-02,5 wk ahead cum death,2021-09-04,0.4,quantile,US,650230.786578744
2021-08-02,5 wk ahead cum death,2021-09-04,0.45,quantile,US,651218.2499647866
2021-08-02,5 wk ahead cum death,2021-09-04,0.5,quantile,US,652141.5355013142
2021-08-02,5 wk ahead cum death,2021-09-04,0.55,quantile,US,653057.0175119968
2021-08-02,5 wk ahead cum death,2021-09-04,0.6,quantile,US,654025.858362885
2021-08-02,5 wk ahead cum death,2021-09-04,0.65,quantile,US,655325.3804148472
2021-08-02,5 wk ahead cum death,2021-09-04,0.7,quantile,US,656417.825703844
2021-08-02,5 wk ahead cum death,2021-09-04,0.75,quantile,US,657845.749331706
2021-08-02,5 wk ahead cum death,2021-09-04,0.8,quantile,US,659435.8382040454
2021-08-02,5 wk ahead cum death,2021-09-04,0.85,quantile,US,661547.0547730646
2021-08-02,5 wk ahead cum death,2021-09-04,0.9,quantile,US,663937.0580153599
2021-08-02,5 wk ahead cum death,2021-09-04,0.95,quantile,US,667749.8161109753
2021-08-02,5 wk ahead cum death,2021-09-04,0.975,quantile,US,671227.4137577303
2021-08-02,5 wk ahead cum death,2021-09-04,0.99,quantile,US,675373.8586220675
2021-08-02,5 wk ahead cum death,2021-09-04,NA,point,US,652141.5355013142
2021-08-02,6 wk ahead cum death,2021-09-11,0.01,quantile,US,639194.4656699351
2021-08-02,6 wk ahead cum death,2021-09-11,0.025,quantile,US,640316.2125687121
2021-08-02,6 wk ahead cum death,2021-09-11,0.05,quantile,US,641730.1648511944
2021-08-02,6 wk ahead cum death,2021-09-11,0.1,quantile,US,643615.6190135444
2021-08-02,6 wk ahead cum death,2021-09-11,0.15,quantile,US,645073.811665359
2021-08-02,6 wk ahead cum death,2021-09-11,0.2,quantile,US,646870.8479912457
2021-08-02,6 wk ahead cum death,2021-09-11,0.25,quantile,US,648146.1409145975
2021-08-02,6 wk ahead cum death,2021-09-11,0.3,quantile,US,649504.5285742905
2021-08-02,6 wk ahead cum death,2021-09-11,0.35,quantile,US,650895.5135091061
2021-08-02,6 wk ahead cum death,2021-09-11,0.4,quantile,US,652352.8464571855
2021-08-02,6 wk ahead cum death,2021-09-11,0.45,quantile,US,653626.5522030415
2021-08-02,6 wk ahead cum death,2021-09-11,0.5,quantile,US,654733.0813604476
2021-08-02,6 wk ahead cum death,2021-09-11,0.55,quantile,US,655758.7685619981
2021-08-02,6 wk ahead cum death,2021-09-11,0.6,quantile,US,656806.8010931853
2021-08-02,6 wk ahead cum death,2021-09-11,0.65,quantile,US,658279.8504828931
2021-08-02,6 wk ahead cum death,2021-09-11,0.7,quantile,US,659879.4355673055
2021-08-02,6 wk ahead cum death,2021-09-11,0.75,quantile,US,661813.332431013
2021-08-02,6 wk ahead cum death,2021-09-11,0.8,quantile,US,663858.2880279047
2021-08-02,6 wk ahead cum death,2021-09-11,0.85,quantile,US,666441.5990314898
2021-08-02,6 wk ahead cum death,2021-09-11,0.9,quantile,US,669476.7391506373
2021-08-02,6 wk ahead cum death,2021-09-11,0.95,quantile,US,674538.9625677844
2021-08-02,6 wk ahead cum death,2021-09-11,0.975,quantile,US,678491.7802645367
2021-08-02,6 wk ahead cum death,2021-09-11,0.99,quantile,US,683483.9818160832
2021-08-02,6 wk ahead cum death,2021-09-11,NA,point,US,654733.0813604476
