forecast_date,target,target_end_date,quantile,type,location,value
2021-02-08,4 wk ahead cum death,2021-03-06,0.65,quantile,US,528182.080588934
2021-02-08,4 wk ahead cum death,2021-03-06,0.7,quantile,US,529420.7657826137
2021-02-08,4 wk ahead cum death,2021-03-06,0.75,quantile,US,530738.8470741981
2021-02-08,4 wk ahead cum death,2021-03-06,0.8,quantile,US,532379.5279997756
2021-02-08,4 wk ahead cum death,2021-03-06,0.85,quantile,US,534267.5350237205
2021-02-08,4 wk ahead cum death,2021-03-06,0.9,quantile,US,536655.5407665496
2021-02-08,4 wk ahead cum death,2021-03-06,0.95,quantile,US,540421.3108792242
2021-02-08,4 wk ahead cum death,2021-03-06,0.975,quantile,US,544098.7341562565
2021-02-08,4 wk ahead cum death,2021-03-06,0.99,quantile,US,549420.0402073293
2021-02-08,4 wk ahead cum death,2021-03-06,NA,point,US,524905.4453762288
2021-02-08,5 wk ahead cum death,2021-03-13,0.01,quantile,US,514822.91968124744
2021-02-08,5 wk ahead cum death,2021-03-13,0.025,quantile,US,517632.36139702983
2021-02-08,5 wk ahead cum death,2021-03-13,0.05,quantile,US,520519.2614174762
2021-02-08,5 wk ahead cum death,2021-03-13,0.1,quantile,US,523371.1910785394
2021-02-08,5 wk ahead cum death,2021-03-13,0.15,quantile,US,525331.3577496526
2021-02-08,5 wk ahead cum death,2021-03-13,0.2,quantile,US,526985.677001056
2021-02-08,5 wk ahead cum death,2021-03-13,0.25,quantile,US,528454.8873048916
2021-02-08,5 wk ahead cum death,2021-03-13,0.3,quantile,US,529841.1590201207
2021-02-08,5 wk ahead cum death,2021-03-13,0.35,quantile,US,531137.9682203913
2021-02-08,5 wk ahead cum death,2021-03-13,0.4,quantile,US,532468.0778299464
2021-02-08,5 wk ahead cum death,2021-03-13,0.45,quantile,US,533895.9875939175
2021-02-08,5 wk ahead cum death,2021-03-13,0.5,quantile,US,535328.5063576216
2021-02-08,5 wk ahead cum death,2021-03-13,0.55,quantile,US,536679.9874901341
2021-02-08,5 wk ahead cum death,2021-03-13,0.6,quantile,US,538191.9449684157
2021-02-08,5 wk ahead cum death,2021-03-13,0.65,quantile,US,539773.9896179063
2021-02-08,5 wk ahead cum death,2021-03-13,0.7,quantile,US,541606.7815733599
2021-02-08,5 wk ahead cum death,2021-03-13,0.75,quantile,US,543435.8088255877
2021-02-08,5 wk ahead cum death,2021-03-13,0.8,quantile,US,545884.7479063713
2021-02-08,5 wk ahead cum death,2021-03-13,0.85,quantile,US,548427.320825362
2021-02-08,5 wk ahead cum death,2021-03-13,0.9,quantile,US,551915.4304568309
2021-02-08,5 wk ahead cum death,2021-03-13,0.95,quantile,US,557596.5695864796
2021-02-08,5 wk ahead cum death,2021-03-13,0.975,quantile,US,562891.6476166493
2021-02-08,5 wk ahead cum death,2021-03-13,0.99,quantile,US,569929.4837964019
2021-02-08,5 wk ahead cum death,2021-03-13,NA,point,US,535328.5063576216
2021-02-08,6 wk ahead cum death,2021-03-20,0.01,quantile,US,526246.5510760443
2021-02-08,6 wk ahead cum death,2021-03-20,0.025,quantile,US,529730.3590546203
2021-02-08,6 wk ahead cum death,2021-03-20,0.05,quantile,US,533036.8627985506
2021-02-08,6 wk ahead cum death,2021-03-20,0.1,quantile,US,536451.6152299901
2021-02-08,6 wk ahead cum death,2021-03-20,0.15,quantile,US,538639.3843207527
2021-02-08,6 wk ahead cum death,2021-03-20,0.2,quantile,US,540422.3701091083
2021-02-08,6 wk ahead cum death,2021-03-20,0.25,quantile,US,542152.5536827549
2021-02-08,6 wk ahead cum death,2021-03-20,0.3,quantile,US,543642.3190404179
2021-02-08,6 wk ahead cum death,2021-03-20,0.35,quantile,US,545087.1468968142
2021-02-08,6 wk ahead cum death,2021-03-20,0.4,quantile,US,546396.7393853115
2021-02-08,6 wk ahead cum death,2021-03-20,0.45,quantile,US,547908.6993874544
2021-02-08,6 wk ahead cum death,2021-03-20,0.5,quantile,US,549429.7493573991
2021-02-08,6 wk ahead cum death,2021-03-20,0.55,quantile,US,550837.2913061659
2021-02-08,6 wk ahead cum death,2021-03-20,0.6,quantile,US,552400.5862850163
2021-02-08,6 wk ahead cum death,2021-03-20,0.65,quantile,US,554032.4114488607
2021-02-08,6 wk ahead cum death,2021-03-20,0.7,quantile,US,555786.6606150873
2021-02-08,6 wk ahead cum death,2021-03-20,0.75,quantile,US,557635.3214211871
2021-02-08,6 wk ahead cum death,2021-03-20,0.8,quantile,US,560178.407250182
2021-02-08,6 wk ahead cum death,2021-03-20,0.85,quantile,US,562750.6899177302
2021-02-08,6 wk ahead cum death,2021-03-20,0.9,quantile,US,566251.5316667643
2021-02-08,6 wk ahead cum death,2021-03-20,0.95,quantile,US,572161.719088573
2021-02-08,6 wk ahead cum death,2021-03-20,0.975,quantile,US,578185.6629721369
2021-02-08,6 wk ahead cum death,2021-03-20,0.99,quantile,US,587007.8291785652
2021-02-08,6 wk ahead cum death,2021-03-20,NA,point,US,549429.7493573991
