,model,forecast_date,delta,target_end_date,quantile,value,cases,deltaW,score,sumpdf,prange,p,CIHI,CILO,PE,scorecontr
631,CEID:Walk,2020-08-30,20,2020-09-19,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[207634.313, 222301.08899999998, 246870.294, 294454.555, 327724.005, 348972.31700000004, 393484.206]",282996.0,3.0,-8.8938476724188,0.9499976284895797,0.95,5.328416848054962e-06,393484.206,207634.313,294454.555,85.36394621708399
632,CEID:Walk,2020-08-30,6,2020-09-05,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[242582.775, 260754.825, 275181.73, 292990.668, 311296.315, 330273.106, 352877.596]",291495.0,1.0,-6.900708213512893,0.9499984467095155,0.95,1.422255169002129e-05,352877.596,242582.775,292990.668,31.511548785670534
633,CU:select,2020-08-30,6,2020-09-05,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[214468.0, 232694.0, 252884.0, 280712.0, 313583.0, 348281.0, 407201.0]",291495.0,1.0,-7.976574996281234,0.9499987286483687,0.95,8.305313250328572e-06,407201.0,214468.0,280712.0,53.96239948193354
634,UCLA:SuEIR,2020-08-30,27,2020-09-26,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[187892.365409812, 215337.841431611, 275624.645487165, 281935.39748085, 307077.893957417, 393084.285672848, 468574.80985689204]",309970.0,4.0,-9.812099062778454,0.9499976314481465,0.95,3.2168643944729958e-06,468574.80985689204,187892.365409812,281935.39748085,135.1046321751672
635,LNQ:ens1,2020-08-30,20,2020-09-19,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[171330.946162387, 205868.216052815, 224150.715041072, 268820.545916015, 310973.71509609104, 360625.218937939, 446033.411203615]",282996.0,3.0,-8.477247590256244,0.949999999947571,0.95,6.562385686109673e-06,446033.411203615,171330.946162387,268820.545916015,69.31239811191537
636,IowaStateLW:STEM,2020-08-30,20,2020-09-19,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[278143.0, 285503.0, 294739.0, 313492.0, 337611.0, 358260.0, 373216.0]",282996.0,3.0,-7.434710618724318,0.9499901416274096,0.95,1.1052124746963737e-05,373216.0,278143.0,313492.0,41.1554067343048
637,LNQ:ens1,2020-08-30,13,2020-09-12,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[168693.510251108, 215119.38423660802, 233234.43826676, 267282.021721496, 304406.12771857803, 344820.75651023, 419755.459969158]",240153.0,2.0,-8.352298889495891,0.9499999999501505,0.95,7.5829843084324056e-06,419755.459969158,168693.510251108,267282.021721496,65.11464234566313
638,UCLA:SuEIR,2020-08-30,13,2020-09-12,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[228351.26106554398, 252003.507401713, 280146.25376970397, 286916.45519615896, 308593.737254809, 362156.81870813604, 414457.67668653396]",240153.0,2.0,-10.064464911136653,0.9499977691557973,0.95,3.2214250365383834e-06,414457.67668653396,228351.26106554398,286916.45519615896,153.27481023334033
639,QJHong:Encounter,2020-08-30,13,2020-09-12,"[0.1, 0.9]","[222598.45, 274699.4]",240153.0,2.0,-6.941257379844418,0.7999692904165836,0.8,1.53547916546537e-05,274699.4,222598.45,248648.92500000002,32.15695284323204
640,LNQ:ens1,2020-08-30,27,2020-09-26,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[141697.400284585, 184304.042745721, 205754.74417998397, 249634.933760642, 306167.16097348, 369835.025124776, 502216.99301280204]",309970.0,4.0,-9.903019483328706,0.9499999999745412,0.95,3.073899294908644e-06,502216.99301280204,141697.400284585,249634.933760642,141.3882626189232
641,Karlen:pypm,2020-08-30,20,2020-09-19,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[231699.6, 240022.6, 253658.1, 271912.6, 286066.6, 299572.7, 318380.0]",282996.0,3.0,-6.551781664750419,0.9499958708143688,0.95,1.7185863756263853e-05,318380.0,231699.6,271912.6,26.46679245748033
642,Karlen:pypm,2020-08-30,6,2020-09-05,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[249693.9, 267943.9, 280813.3, 292817.5, 305964.3, 314392.3, 337332.1]",291495.0,1.0,-6.088960493523108,0.9499999995609798,0.95,2.1342549559738577e-05,337332.1,249693.9,292817.5,20.999114008491297
643,JHU_IDD:CovidSP,2020-08-30,20,2020-09-19,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[211188.375, 218913.1, 236454.5, 255635.5, 277168.5, 295297.5, 317221.775]",282996.0,3.0,-7.752678577268562,0.9499938211983805,0.95,9.427573203407702e-06,317221.775,211188.375,255635.5,48.2472720630964
644,LNQ:ens1,2020-08-30,6,2020-09-05,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[185569.75801664699, 232584.775148621, 251604.128398071, 278969.481684902, 304727.263989816, 328580.11968601303, 387061.20573748]",291495.0,1.0,-7.5411528181895,0.9499999999324339,0.95,1.0325396599480952e-05,387061.20573748,185569.75801664699,278969.481684902,43.4050767075965
645,JHU_IDD:CovidSP,2020-08-30,6,2020-09-05,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[230130.55, 240461.3, 252286.75, 270723.0, 290836.25, 306858.9, 330956.35]",291495.0,1.0,-7.456558928186198,0.9499976336273273,0.95,1.0771497171907507e-05,330956.35,230130.55,270723.0,41.607459416661555
646,Columbia_UNC:SurvCon,2020-08-30,13,2020-09-12,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[204336.0, 215664.0, 229862.0, 246336.0, 262209.0, 277853.0, 298914.0]",240153.0,2.0,-6.851098029846091,0.9499974101363393,0.95,1.6062819608017587e-05,298914.0,204336.0,246336.0,30.739516673018926
647,CEID:Walk,2020-08-30,27,2020-09-26,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[186218.46600000001, 221200.69, 250684.25199999998, 293293.094, 329120.175, 362942.321, 406245.505]",309970.0,4.0,-8.10780082863695,0.9499994052574681,0.95,7.542519004088977e-06,406245.505,186218.46600000001,293293.094,57.62176807735607
648,IowaStateLW:STEM,2020-08-30,27,2020-09-26,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[263564.0, 271210.0, 281660.0, 303349.0, 333142.0, 356084.0, 372491.0]",309970.0,4.0,-7.737897404261283,0.94999042889338,0.95,9.074859735030971e-06,372491.0,263564.0,303349.0,47.89201083681355
649,CU:scenario_high,2020-08-30,6,2020-09-05,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[215470.0, 233667.0, 253903.0, 280965.0, 313442.0, 347807.0, 398180.0]",291495.0,1.0,-7.950408811085688,0.9499987181906573,0.95,8.41468634169007e-06,398180.0,215470.0,280965.0,53.26100263730227
650,Columbia_UNC:SurvCon,2020-08-30,6,2020-09-05,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[236775.0, 245151.0, 255752.0, 267656.0, 279364.0, 290042.0, 305278.0]",291495.0,1.0,-8.209305673682241,0.9499966683454164,0.95,7.392974238101813e-06,305278.0,236775.0,267656.0,60.62169527482317
651,CU:scenario_mid,2020-08-30,6,2020-09-05,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[214468.0, 232694.0, 252884.0, 280712.0, 313583.0, 348281.0, 407201.0]",291495.0,1.0,-7.976574996281234,0.9499987286483687,0.95,8.305313250328572e-06,407201.0,214468.0,280712.0,53.96239948193354
652,CU:nochange,2020-08-30,6,2020-09-05,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[213995.0, 232693.0, 252824.0, 279231.0, 311884.0, 345445.0, 397207.0]",291495.0,1.0,-7.990573252831859,0.9499988225975124,0.95,8.247386253240618e-06,397207.0,213995.0,279231.0,54.3414140765781
653,CU:scenario_low,2020-08-30,6,2020-09-05,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[215837.0, 232758.0, 252117.0, 276983.0, 310400.0, 343060.0, 392943.0]",291495.0,1.0,-8.095458639878888,0.9499985569780627,0.95,7.826016552386905e-06,392943.0,215837.0,276983.0,57.26727364257039
654,JHU_IDD:CovidSP,2020-08-30,27,2020-09-26,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[198053.35, 208932.8, 224860.75, 244008.5, 267701.75, 286628.0, 310255.55]",309970.0,4.0,-13.077601570892508,0.9499962611069636,0.95,6.28547196762641e-07,310255.55,198053.35,244008.5,691.4568754918647
655,JHU_IDD:CovidSP,2020-08-30,13,2020-09-12,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[221600.65, 229334.4, 245251.5, 263244.0, 284224.0, 302318.5, 325518.5]",240153.0,2.0,-7.918530119117217,0.9499945180501664,0.95,9.419586725491202e-06,325518.5,221600.65,263244.0,52.418787102424986
656,Columbia_UNC:SurvCon,2020-08-30,20,2020-09-19,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[176713.0, 189850.0, 206620.0, 226309.0, 246134.0, 266646.0, 292664.0]",282996.0,3.0,-10.309389159818029,0.9499972476068864,0.95,2.625531689004479e-06,292664.0,176713.0,226309.0,173.2428868196351
657,UCLA:SuEIR,2020-08-30,20,2020-09-19,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[207558.903504967, 236978.335490234, 279295.137134402, 286015.00964730803, 308796.370041104, 379994.65554976603, 451177.22634474]",282996.0,3.0,-4.445878959667771,0.9499981386752998,0.95,4.925636135279243e-05,451177.22634474,207558.903504967,286015.00964730803,9.234435446453901
658,CEID:Walk,2020-08-30,13,2020-09-12,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[223426.34399999998, 243964.445, 264384.248, 294845.179, 316644.523, 346762.76200000005, 374264.50200000004]",240153.0,2.0,-9.355785767919517,0.9499966227904675,0.95,4.591300839396767e-06,374264.50200000004,223426.34399999998,294845.179,107.54322760109656
659,Karlen:pypm,2020-08-30,13,2020-09-12,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[237237.5, 254061.2, 265245.9, 282462.9, 295336.9, 305889.2, 340067.0]",240153.0,2.0,-10.96275827404627,0.9499999997581297,0.95,2.0558248168137463e-06,340067.0,237237.5,282462.9,240.17771704965566
660,JHUAPL:Bucky,2020-08-31,12,2020-09-12,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[181614.357075, 212904.3033, 245839.52725, 267474.412, 303905.80675, 322881.3955, 344184.009075]",240153.0,2.0,-8.892541698351454,0.9499975241933406,0.95,5.787991996422659e-06,344184.009075,181614.357075,267474.412,85.30822286235512
661,JHUAPL:Bucky,2020-08-31,5,2020-09-05,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[199930.1921, 225307.7899, 242889.8575, 258612.77300000002, 280974.7785, 291879.8504, 309358.3258]",291495.0,1.0,-8.087709086529031,0.9499999991776575,0.95,7.856399444228224e-06,309358.3258,199930.1921,258612.77300000002,57.04580509409838
662,JHUAPL:Bucky,2020-08-31,19,2020-09-19,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[164821.79095, 205539.58, 253869.53325, 278924.483, 330187.67475, 357176.4087, 371681.306825]",282996.0,3.0,-8.594214183411747,0.9499918146689682,0.95,6.189602770934055e-06,371681.306825,164821.79095,278924.483,73.48689505173652
663,JHUAPL:Bucky,2020-08-31,26,2020-09-26,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[153323.951575, 201470.2849, 263397.44025, 290805.9635, 358824.55175, 391007.1265, 419494.917225]",309970.0,4.0,-9.51811143505294,0.9499968896507398,0.95,3.726244568735826e-06,419494.917225,153323.951575,290805.9635,116.63573680031251
664,DDS:NBDS,2020-08-31,12,2020-09-12,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[193173.0, 220546.0, 246472.0, 277987.0, 318209.0, 360154.0, 413683.0]",240153.0,2.0,-8.630466788059998,0.9499991395662297,0.95,6.5983715327525005e-06,413683.0,193173.0,277987.0,74.83108653482866
665,COVIDhub:baseline,2020-08-31,12,2020-09-12,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[194309.592713927, 220642.77855878603, 263723.197609476, 294024.0, 324094.477159772, 367436.827494275, 394329.108686837]",240153.0,2.0,-10.135014287454567,0.9499948985752347,0.95,3.1097711287106367e-06,394329.108686837,194309.592713927,294024.0,158.77802279329626
666,COVIDhub:ensemble,2020-08-31,12,2020-09-12,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[194817.0, 220594.0, 246155.0, 267378.0, 299622.0, 314386.0, 346528.0]",240153.0,2.0,-8.53164528201852,0.9499992877916261,0.95,6.93259106341465e-06,346528.0,194817.0,267378.0,71.2234872416012
667,COVIDhub:baseline,2020-08-31,5,2020-09-05,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[218878.35, 232871.9, 278575.75, 294024.0, 309472.25, 355176.1, 369169.65]",291495.0,1.0,-6.356806314307755,0.9499883071325755,0.95,1.8667420806930957e-05,369169.65,218878.35,294024.0,24.008385307863495
668,COVIDhub:baseline,2020-08-31,26,2020-09-26,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[143775.733936339, 199084.499897999, 242875.307898079, 294024.0, 345353.491584916, 388036.08595486, 443954.063218882]",309970.0,4.0,-8.875189225463838,0.9499997360087942,0.95,5.139018013383678e-06,443954.063218882,143775.733936339,294024.0,84.57127016110698
669,CovidAnalytics:DELPHI,2020-08-31,12,2020-09-12,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[182601.67690504302, 194247.159575313, 204667.853024427, 216246.0, 227824.146975573, 238244.840424687, 249890.32309495698]",240153.0,2.0,-8.112223309537427,0.9499955123332249,0.95,8.550114035860146e-06,249890.32309495698,182601.67690504302,216246.0,57.74932463888237
670,LANL:GrowthRate,2020-08-31,5,2020-09-05,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[148271.881801469, 176481.780186288, 204625.790378617, 236217.695883455, 260748.337643187, 280520.47675589303, 316897.81544249604]",291495.0,1.0,-10.127106041136894,0.94999933905568,0.95,2.8338322234922053e-06,316897.81544249604,148271.881801469,236217.695883455,158.15143455618153
671,COVIDhub:ensemble,2020-08-31,26,2020-09-26,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[153241.0, 200277.0, 219794.0, 246822.0, 287778.0, 323834.0, 359334.0]",309970.0,4.0,-9.357042364688784,0.9499983545979981,0.95,4.038750829826743e-06,359334.0,153241.0,246822.0,107.61081806854385
672,COVIDhub:baseline,2020-08-31,19,2020-09-19,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[160108.334083091, 211409.69776097802, 250409.252697527, 294024.0, 337712.52262272604, 376143.833802338, 427319.65205352]",282996.0,3.0,-8.626460201080295,0.9499998361320278,0.95,6.0906079425021575e-06,427319.65205352,160108.334083091,294024.0,74.6813279616064
673,UMich:RidgeTfReg,2020-08-31,19,2020-09-19,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9]","[256898.240588617, 261447.137083963, 264638.03053429304, 265941.415872576, 289388.796934599, 305561.768787595]",282996.0,3.0,-8.975917683298839,0.8749869358635948,0.875,5.114190679639252e-06,305561.768787595,256898.240588617,265289.7232034345,88.93972042349674
674,USACE:ERDC_SEIR,2020-08-31,5,2020-09-05,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[248515.783011885, 256330.025752406, 263970.43198588, 272579.094946493, 281026.33607108303, 288741.640243044, 296890.165891183]",291495.0,1.0,-7.427945518681377,0.9499918143375482,0.95,1.092670944233265e-05,296890.165891183,248515.783011885,272579.094946493,41.01643168990034
675,UMich:RidgeTfReg,2020-08-31,26,2020-09-26,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9]","[238924.507541232, 246527.374285949, 252710.50841197802, 255740.673214037, 293653.279294614, 317596.903085029]",309970.0,4.0,-8.496123331833576,0.8749898287719322,0.875,6.211453708215853e-06,317596.903085029,238924.507541232,254225.5908130075,69.96965624935842
676,DDS:NBDS,2020-08-31,19,2020-09-19,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[154383.0, 184065.0, 212666.0, 251458.0, 303734.0, 367010.0, 450292.0]",282996.0,3.0,-9.135141855648232,0.9499993307836705,0.95,4.722824708619511e-06,450292.0,154383.0,251458.0,96.30988175559945
677,DDS:NBDS,2020-08-31,26,2020-09-26,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[127263.0, 159763.0, 189692.0, 232644.0, 294700.0, 377692.0, 496701.0]",309970.0,4.0,-10.482136990559017,0.9499995500049201,0.95,2.301101981738718e-06,496701.0,127263.0,232644.0,188.87180325848547
678,COVIDhub:ensemble,2020-08-31,5,2020-09-05,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[223480.0, 235901.0, 253711.0, 273327.0, 293624.0, 310626.0, 334145.0]",291495.0,1.0,-7.414552780233561,0.9499974702148436,0.95,1.1000124255172716e-05,334145.0,223480.0,273327.0,40.742688086098305
679,DDS:NBDS,2020-08-31,5,2020-09-05,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[223385.0, 238931.0, 254539.0, 274074.0, 296410.0, 322012.0, 356106.0]",291495.0,1.0,-7.594578228627328,0.9499986167122969,0.95,1.0053228678585935e-05,356106.0,223385.0,274074.0,44.58016879606742
680,COVIDhub:ensemble,2020-08-31,19,2020-09-19,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[175005.0, 208638.0, 235749.0, 262228.0, 294901.0, 324273.0, 361392.0]",282996.0,3.0,-8.21865730189354,0.9499993529100788,0.95,7.4681652463270964e-06,361392.0,175005.0,262228.0,60.90581478004516
681,USACE:ERDC_SEIR,2020-08-31,12,2020-09-12,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[233532.636273244, 242082.591900296, 250309.503818222, 259637.61639124, 269002.343402053, 277523.841792934, 286701.453961005]",240153.0,2.0,-7.610801475197067,0.9499930973783155,0.95,1.0986371362046304e-05,286701.453961005,233532.636273244,259637.61639124,44.94325695762609
682,CU:scenario_low,2020-09-03,23,2020-09-26,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[137965.0, 181058.0, 235504.0, 316813.0, 440234.0, 601268.0, 881113.0]",309970.0,4.0,-10.168370192020507,0.9499993539100821,0.95,2.6919653223489437e-06,881113.0,137965.0,316813.0,161.44832073595697
683,CU:nochange,2020-09-03,23,2020-09-26,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[171926.0, 230338.0, 314142.0, 440512.0, 628275.0, 873339.0, 1297506.0]",309970.0,4.0,-10.880419398926843,0.9499994619016234,0.95,1.8856016100465833e-06,1297506.0,171926.0,440512.0,230.49051212993442
684,CU:select,2020-09-03,23,2020-09-26,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[192808.0, 244369.0, 317954.0, 417526.0, 555862.0, 722032.0, 1001876.0]",309970.0,4.0,-10.550636532100462,0.9499993929813949,0.95,2.2236241391318523e-06,1001876.0,192808.0,417526.0,195.45267256468424
685,CU:select,2020-09-03,16,2020-09-19,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[197289.0, 240334.0, 301448.0, 380207.0, 487811.0, 615040.0, 822916.0]",282996.0,3.0,-10.314964477546518,0.9499992759464975,0.95,2.618222794403824e-06,822916.0,197289.0,380207.0,173.7265026535451
686,CU:select,2020-09-03,9,2020-09-12,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[206508.0, 234047.0, 267323.0, 309702.0, 362821.0, 418731.0, 509229.0]",240153.0,2.0,-9.663349717819099,0.949999042261075,0.95,3.936851988451534e-06,509229.0,206508.0,309702.0,125.42084706378853
687,CU:scenario_high,2020-09-03,23,2020-09-26,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[183832.0, 249139.0, 344262.0, 484756.0, 709759.0, 978856.0, 1451997.0]",309970.0,4.0,-11.136941553115232,0.9499995129998144,0.95,1.6586198641338479e-06,1451997.0,183832.0,484756.0,262.03308556154724
688,CU:scenario_mid,2020-09-03,16,2020-09-19,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[197289.0, 240334.0, 301448.0, 380207.0, 487811.0, 615040.0, 822916.0]",282996.0,3.0,-10.314964477546518,0.9499992759464975,0.95,2.618222794403824e-06,822916.0,197289.0,380207.0,173.7265026535451
689,CU:scenario_mid,2020-09-03,9,2020-09-12,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[206508.0, 234047.0, 267323.0, 309702.0, 362821.0, 418731.0, 509229.0]",240153.0,2.0,-9.663349717819099,0.949999042261075,0.95,3.936851988451534e-06,509229.0,206508.0,309702.0,125.42084706378853
690,CU:scenario_low,2020-09-03,9,2020-09-12,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[203860.0, 228646.0, 255830.0, 293398.0, 341674.0, 393426.0, 467957.0]",240153.0,2.0,-8.951020231764208,0.9499990812546142,0.95,5.6212055932619576e-06,467957.0,203860.0,293398.0,87.83939725460637
691,CU:scenario_low,2020-09-03,16,2020-09-19,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[171196.0, 206666.0, 251065.0, 312649.0, 399812.0, 503012.0, 663863.0]",282996.0,3.0,-9.314856654340087,0.9499992234253611,0.95,4.3169523401137555e-06,663863.0,171196.0,312649.0,105.3647697272428
692,LANL:GrowthRate,2020-09-03,16,2020-09-19,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[68671.3457297647, 99669.92519294859, 140180.398373007, 197711.29672119, 262418.831955652, 320865.620064702, 415418.71787545]",282996.0,3.0,-10.055695917421286,0.9499990684181134,0.95,2.9806161620238303e-06,415418.71787545,68671.3457297647,197711.29672119,152.60424842181715
693,CU:scenario_mid,2020-09-03,23,2020-09-26,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[192808.0, 244369.0, 317954.0, 417526.0, 555862.0, 722032.0, 1001876.0]",309970.0,4.0,-10.550636532100462,0.9499993929813949,0.95,2.2236241391318523e-06,1001876.0,192808.0,417526.0,195.45267256468424
694,LANL:GrowthRate,2020-09-03,23,2020-09-26,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[44173.29367748059, 72350.2544313736, 107326.25447869301, 160678.941731347, 230847.99045601, 299581.998189008, 406210.601817785]",309970.0,4.0,-12.001079413924284,0.9499990320379709,0.95,1.0767173470316305e-06,406210.601817785,44173.29367748059,160678.941731347,403.64658558798016
695,CU:scenario_high,2020-09-03,16,2020-09-19,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[189195.0, 232353.0, 293389.0, 376681.0, 495953.0, 630217.0, 848757.0]",282996.0,3.0,-10.280831727929804,0.949999280159214,0.95,2.663289837619154e-06,848757.0,189195.0,376681.0,170.78677762168954
696,CU:scenario_high,2020-09-03,9,2020-09-12,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[206682.0, 231032.0, 264895.0, 306272.0, 360307.0, 415007.0, 497443.0]",240153.0,2.0,-9.580956069980555,0.9499987421654744,0.95,4.102424909280256e-06,497443.0,206682.0,306272.0,120.35889067448642
697,LANL:GrowthRate,2020-09-03,9,2020-09-12,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[109744.581771953, 148926.568806657, 189687.398914689, 242995.001539551, 288567.041467549, 323800.52020074, 391122.143568363]",240153.0,2.0,-9.166367533149305,0.9499994756408013,0.95,5.047396211224631e-06,391122.143568363,109744.581771953,242995.001539551,97.82535202176099
698,CU:nochange,2020-09-03,16,2020-09-19,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[183849.0, 224495.0, 279559.0, 357305.0, 462659.0, 591523.0, 792483.0]",282996.0,3.0,-10.028218943460836,0.9499992640171697,0.95,3.0218479006860477e-06,792483.0,183849.0,357305.0,150.5220329376283
699,CU:nochange,2020-09-03,9,2020-09-12,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[204791.0, 230378.0, 261227.0, 302419.0, 352272.0, 407491.0, 486689.0]",240153.0,2.0,-9.329630737516766,0.9499989721507491,0.95,4.651737968319747e-06,486689.0,204791.0,302419.0,106.1459855475704
700,Columbia_UNC:SurvCon,2020-09-06,13,2020-09-19,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[248633.0, 263269.0, 282514.0, 300786.0, 322702.0, 340423.0, 357975.0]",282996.0,2.0,-7.556088621815388,0.9499947331678663,0.95,1.0401330105477835e-05,357975.0,248633.0,300786.0,43.73043491812842
701,LNQ:ens1,2020-09-06,13,2020-09-19,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[176014.858531718, 216887.71895148398, 240308.748243206, 268998.823537829, 297462.578680502, 335013.736921701, 409849.291985641]",282996.0,2.0,-7.713103662702697,0.9499999999459088,0.95,9.615978791843727e-06,409849.291985641,176014.858531718,268998.823537829,47.301964686670914
702,CU:scenario_low,2020-09-06,20,2020-09-26,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[174099.0, 216074.0, 273130.0, 353974.0, 455470.0, 590207.0, 808316.0]",309970.0,3.0,-9.796119213770137,0.9499992850939637,0.95,3.2426698526738518e-06,808316.0,174099.0,353974.0,134.02945736652515
703,CEID:Walk,2020-09-06,20,2020-09-26,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[197851.556, 227235.924, 249863.979, 287008.979, 320455.043, 337467.901, 360348.61600000004]",309970.0,3.0,-8.08452144042959,0.9499997233340137,0.95,7.630824545828974e-06,360348.61600000004,197851.556,287008.979,56.95495659249914
704,CU:scenario_high,2020-09-06,20,2020-09-26,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[215618.0, 284311.0, 360999.0, 481978.0, 648588.0, 849607.0, 1225173.0]",309970.0,3.0,-10.822663308101195,0.9499996582493994,0.95,1.940847963018133e-06,1225173.0,215618.0,481978.0,223.92958596139445
705,CEID:Walk,2020-09-06,13,2020-09-19,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[205961.425, 238588.453, 256151.324, 284659.141, 307561.777, 327982.207, 348292.523]",282996.0,2.0,-7.725706910400178,0.9499971933748529,0.95,9.555573037625664e-06,348292.523,205961.425,284659.141,47.600985042817406
706,JHU_IDD:CovidSP,2020-09-06,6,2020-09-12,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[205273.075, 217798.4, 230005.75, 249420.0, 265024.5, 279319.0, 305387.025]",240153.0,1.0,-7.330990648488679,0.9499986005034251,0.95,1.263613985566514e-05,305387.025,205273.075,249420.0,39.07548640615779
707,JHU_IDD:CovidSP,2020-09-06,13,2020-09-19,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[195924.175, 207322.7, 220355.25, 239155.5, 255387.75, 273205.4, 295984.675]",282996.0,2.0,-9.508335074403192,0.949997236440612,0.95,3.918897900467844e-06,295984.675,195924.175,239155.5,116.06699148382178
