,model,forecast_date,delta,target_end_date,quantile,value,deaths,deltaW,score,sumpdf,prange,p,CIHI,CILO,PE
851,IHME:CurveFit,2020-06-08,26,2020-07-04,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[125619.46879530599, 125930.89358236, 126232.133718361, 126524.73518836801, 126826.232693242, 127000.50476613, 127207.786916804, 127408.317300652, 127609.69212776699, 127791.968842588, 127993.309667861, 128165.206763894, 128324.389086307, 128539.563307832, 128780.958245124, 128998.077379111, 129353.83371434199, 129617.973035252, 129942.359983083, 130416.29119347, 131360.720731507, 132115.90077952598, 133086.39388608802]",130069,4.0,-3.460618900630407,0.9799765033241206,0.98,0.00011890827475502519,133086.39388608802,125619.46879530599,128165.206763894
852,IHME:CurveFit,2020-06-10,24,2020-07-04,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[121771.10560333301, 122374.279202751, 122879.05537967599, 123483.203320175, 123994.676274871, 124444.821664954, 124775.92623880699, 125086.704521784, 125401.32491722099, 125613.81077396599, 125889.57272888301, 126161.06684202199, 126481.23399703199, 126790.08487823699, 127111.38899146301, 127364.592856243, 127641.693554755, 128103.772722594, 128491.328074857, 129113.04158889099, 130562.968507123, 131339.246892355, 131798.588876669]",130069,4.0,-6.282290840803046,0.979945125115196,0.98,2.900639797345783e-05,131798.588876669,121771.10560333301,126161.06684202199
853,IHME:CurveFit,2020-06-15,19,2020-07-04,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[128259.54456932699, 128359.248467386, 128537.46443190801, 128702.221038661, 128835.981486495, 128939.25432082401, 129019.259611465, 129101.81185484599, 129192.726096985, 129269.218239099, 129345.54713285, 129415.25617469901, 129513.823419983, 129580.07396722301, 129667.06631014199, 129786.709821564, 129893.13649643699, 130015.848198441, 130176.705796446, 130315.02461323401, 130624.600152614, 130916.61584085, 131266.036326819]",130069,3.0,-1.5915394195306574,0.9798924192415321,0.98,0.0003027453841969452,131266.036326819,128259.54456932699,129415.25617469901
854,IHME:CurveFit,2020-06-22,12,2020-07-04,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[126632.073916615, 126716.49445733301, 126803.986699352, 126901.433431425, 126961.66175002801, 127013.01877994, 127059.710333116, 127095.219516556, 127133.15317076199, 127167.624212644, 127213.202735491, 127251.98097486199, 127284.180585066, 127320.352409912, 127359.606088033, 127395.37538980301, 127447.427768299, 127482.935568913, 127547.670104709, 127620.58548017, 127767.57984197699, 127860.698535109, 127996.28986035801]",130069,2.0,-inf,0.9799074280328102,0.98,0,127996.28986035801,126632.073916615,127251.98097486199
855,IHME:CurveFit,2020-06-24,10,2020-07-04,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[126664.452307152, 126743.350945799, 126815.988709714, 126898.324437486, 126962.48562632699, 127015.02140731801, 127059.564242422, 127089.17492096599, 127130.590342494, 127171.34393213599, 127205.66942983301, 127239.184051716, 127267.679602949, 127296.977559386, 127327.33610589, 127364.84061516699, 127406.970411785, 127443.670635766, 127501.961775666, 127582.06256651401, 127706.37306295, 127790.553185164, 127883.032810924]",130069,2.0,-inf,0.9797998576590946,0.98,0,127883.032810924,126664.452307152,127239.184051716
856,IHME:CurveFit,2020-06-29,5,2020-07-04,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[128538.552750563, 128580.913380831, 128612.42200439199, 128641.879249089, 128659.99416175099, 128677.284290896, 128691.414827306, 128705.89992748901, 128718.924193654, 128734.73665075, 128752.53287677301, 128764.60159064, 128775.83379939699, 128789.73276041, 128803.008389758, 128817.56733398301, 128833.799412939, 128849.747090961, 128868.46674936, 128892.01616587199, 128932.826465926, 128968.99908665301, 129033.723099138]",130069,1.0,-inf,0.9799372004702299,0.98,0,129033.723099138,128538.552750563,128764.60159064
857,Imperial:ensemble1,2020-06-28,6,2020-07-04,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[129046.0, 129070.0, 129094.0, 129127.0, 129152.0, 129173.0, 129194.0, 129215.0, 129238.0, 129264.0, 129293.0, 129321.0, 129350.0, 129386.0, 129446.0, 130149.0, 130201.0, 130234.0, 130261.0, 130289.0, 130327.0, 130357.0, 130389.0]",130069,1.0,-3.5554187322558084,0.9793511742195635,0.98,0.00011340352548025456,130389.0,129046.0,129321.0
858,Imperial:ensemble2,2020-06-28,6,2020-07-04,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[128942.0, 128970.0, 128996.0, 129026.0, 129051.0, 129074.0, 129099.0, 129134.0, 129201.0, 129257.0, 129290.0, 129320.0, 129350.0, 129383.0, 129435.0, 130149.0, 130201.0, 130233.0, 130262.0, 130291.0, 130329.0, 130357.0, 130389.0]",130069,1.0,-3.582748775701009,0.9794551614520656,0.98,0.00011186440385665963,130389.0,128942.0,129320.0
859,IowaStateLW:STEM,2020-05-01,64,2020-07-04,"[0.025, 0.975]","[99086.0, 108509.0]",130069,10.0,-inf,0.9497983657011605,0.95,0,108509.0,99086.0,103797.5
860,IowaStateLW:STEM,2020-05-17,48,2020-07-04,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[117050.82, 117311.325, 117440.25, 117721.2, 117890.0, 118013.8, 118112.5, 118213.4, 118304.65, 118381.0, 118483.0, 118554.0, 118619.0, 118716.8, 118786.4, 118887.7, 119012.75, 119146.4, 119264.15, 119461.7, 119762.15, 120052.325, 120342.87]",130069,7.0,-inf,0.9799484772502178,0.98,0,120342.87,117050.82,118554.0
861,IowaStateLW:STEM,2020-05-24,41,2020-07-04,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[123233.0, 123454.0, 123707.0, 123955.0, 124124.0, 124292.0, 124405.0, 124520.0, 124642.0, 124758.0, 124868.0, 124980.0, 125099.0, 125231.0, 125403.0, 125571.0, 125766.0, 126012.0, 126482.0, 127662.0, 132017.0, 136611.0, 140779.0]",130069,6.0,-8.48194881127533,0.9799691738496982,0.98,9.6570424832354e-06,140779.0,123233.0,124980.0
862,IowaStateLW:STEM,2020-05-31,34,2020-07-04,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[125533.0, 125715.0, 125872.0, 126018.0, 126117.0, 126239.0, 126322.0, 126401.0, 126483.0, 126557.0, 126651.0, 126725.0, 126807.0, 126879.0, 126972.0, 127097.0, 127234.0, 127473.0, 127905.0, 131540.0, 138500.0, 141930.0, 145049.0]",130069,5.0,-8.672266363727484,0.9799738922926083,0.98,8.78045882246603e-06,145049.0,125533.0,126725.0
863,IowaStateLW:STEM,2020-06-07,27,2020-07-04,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[125770.0, 125870.0, 125973.0, 126099.0, 126206.0, 126298.0, 126360.0, 126411.0, 126482.0, 126537.0, 126593.0, 126658.0, 126701.0, 126759.0, 126824.0, 126885.0, 126945.0, 126997.0, 127107.0, 127183.0, 127353.0, 127477.0, 127657.0]",130069,4.0,-inf,0.97992647121224,0.98,0,127657.0,125770.0,126658.0
864,IowaStateLW:STEM,2020-06-14,20,2020-07-04,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[127013.0, 127246.0, 127486.0, 127774.0, 128075.0, 128327.0, 128539.0, 128724.0, 128881.0, 129021.0, 129159.0, 129276.0, 129397.0, 129529.0, 129649.0, 129773.0, 129911.0, 130040.0, 130206.0, 130404.0, 130661.0, 130871.0, 131112.0]",130069,3.0,-1.4596060095259302,0.9799293794792971,0.98,0.0003233899404513074,131112.0,127013.0,129276.0
865,IowaStateLW:STEM,2020-06-21,13,2020-07-04,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[127442.0, 127596.0, 127744.0, 127918.0, 128046.0, 128164.0, 128269.0, 128361.0, 128452.0, 128530.0, 128611.0, 128694.0, 128775.0, 128856.0, 128942.0, 129029.0, 129118.0, 129213.0, 129330.0, 129465.0, 129672.0, 129850.0, 130031.0]",130069,2.0,-inf,0.9798882369107287,0.98,0,130031.0,127442.0,128694.0
866,IowaStateLW:STEM,2020-06-28,6,2020-07-04,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[127677.0, 127747.0, 127809.0, 127888.0, 127942.0, 127989.0, 128029.0, 128070.0, 128106.0, 128142.0, 128180.0, 128216.0, 128256.0, 128297.0, 128344.0, 128400.0, 128470.0, 128561.0, 128705.0, 128994.0, 129580.0, 130111.0, 130507.0]",130069,1.0,-5.566468328033078,0.9798915361902292,0.98,4.1488973030162635e-05,130507.0,127677.0,128216.0
867,JHU_IDD:CovidSP,2020-06-07,27,2020-07-04,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[137241.5, 137947.575, 138908.95, 140038.5, 141053.45, 141685.0, 142287.75, 142982.5, 143770.7, 144378.2, 145053.9, 145535.0, 145895.8, 146492.4, 147217.4, 147720.6, 148631.0, 149695.4, 150612.15, 151922.7, 153181.0, 154466.175, 154970.17]",130069,4.0,-inf,0.9799413889107518,0.98,0,154970.17,137241.5,145535.0
868,JHU_IDD:CovidSP,2020-06-14,20,2020-07-04,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[129668.09, 130612.275, 131051.9, 131733.1, 132246.2, 132541.8, 132883.25, 133151.7, 133650.55, 133849.8, 134010.6, 134249.0, 134594.9, 135019.4, 135388.4, 135688.3, 135885.25, 136303.8, 136867.05, 137524.8, 138119.0, 138634.85, 139701.32]",130069,3.0,-7.590719652203226,0.979999954513777,0.98,1.507898450398568e-05,139701.32,129668.09,134249.0
869,JHU_IDD:CovidSP,2020-06-21,13,2020-07-04,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[128992.5, 129385.5, 130011.55, 130570.3, 130938.6, 131171.4, 131405.0, 131628.1, 131897.65, 132111.0, 132285.2, 132537.0, 132724.6, 132961.8, 133278.75, 133474.9, 133758.5, 134074.4, 134496.45, 135052.1, 136051.45, 136629.45, 137305.7]",130069,2.0,-4.667223755523639,0.9799651085304892,0.98,6.50430896573205e-05,137305.7,128992.5,132537.0
870,JHU_IDD:CovidSP,2020-06-28,6,2020-07-04,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[128886.96, 129129.5, 129306.2, 129504.5, 129606.95, 129677.0, 129810.25, 129894.7, 130011.0, 130079.0, 130146.4, 130223.5, 130354.4, 130452.6, 130581.2, 130727.6, 130870.25, 130941.6, 131163.8, 131367.5, 131575.85, 131876.65, 132232.57]",130069,1.0,0.29846936566618876,0.9799622254569518,0.98,0.0007789107962025837,132232.57,128886.96,130223.5
871,LANL:GrowthRate,2020-05-18,47,2020-07-04,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[97909.452111428, 99977.76622269131, 102171.63109275301, 105304.338942934, 107286.315183887, 109557.287633478, 111416.969856727, 112987.22923172, 114603.661528767, 116362.635465585, 118328.86012882699, 120512.35590926801, 122564.128620936, 124899.475076651, 127238.35424615, 130599.796897112, 133978.45731635802, 137715.096481166, 143715.74750019598, 150598.008219241, 168116.267059598, 180523.277004943, 208695.94895692]",130069,7.0,-7.715447951187428,0.9799973805365343,0.98,1.4167319523833433e-05,208695.94895692,97909.452111428,120512.35590926801
872,LANL:GrowthRate,2020-05-21,44,2020-07-04,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[106886.442219626, 108785.21689701099, 111095.71123481, 114470.58318829401, 117091.40335052801, 119640.75906292, 121782.1824044, 124033.31427815, 126017.44590269099, 128335.198326154, 130182.33491641699, 132325.430087821, 134537.41969413302, 137055.74843650698, 140047.652247744, 143317.705174678, 147150.278530426, 152106.161608683, 158396.967705595, 165216.443727403, 177615.354922679, 192590.132523607, 213128.485773502]",130069,7.0,-6.50917272918664,0.9799964277182917,0.98,2.5895662437797062e-05,213128.485773502,106886.442219626,132325.430087821
873,LANL:GrowthRate,2020-05-24,41,2020-07-04,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[108324.221203299, 110390.637548058, 112542.852904048, 115959.60224309, 118242.291353244, 120161.277252456, 122056.305612471, 123849.062339795, 125736.198725766, 127512.227799036, 129408.242160849, 131327.36379787198, 133001.87188283599, 135010.576255763, 137518.011799263, 140047.201771152, 143273.45030492, 146832.719385502, 151209.409431037, 157506.187844819, 169146.323048308, 182643.915646095, 199818.424136834]",130069,6.0,-6.544005460151818,0.979996951115337,0.98,2.544855887746944e-05,199818.424136834,108324.221203299,131327.36379787198
874,LANL:GrowthRate,2020-05-25,40,2020-07-04,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[107206.56254690801, 109301.25882518801, 111451.88651126901, 114477.61375979, 116272.049324908, 118264.38389469699, 119982.443621664, 121879.317086916, 123334.80767339999, 124809.105591679, 126378.259196366, 128270.809788082, 130128.36160598599, 132110.515500537, 134136.881932141, 136163.155497135, 139289.252535581, 142667.88457907698, 146848.748011547, 153692.340476444, 162647.74229703, 173545.20718846802, 186100.418657595]",130069,6.0,-6.487710258390769,0.9799966084810028,0.98,2.6175051299842655e-05,186100.418657595,107206.56254690801,128270.809788082
875,LANL:GrowthRate,2020-05-28,37,2020-07-04,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[108336.975108653, 109492.49463348, 110778.877364906, 112844.058320023, 114136.859859848, 115514.42734101099, 116668.964089141, 117912.462622619, 119072.677706027, 120271.36196466, 121323.815238681, 122567.436783364, 123977.597215355, 125249.23965950099, 126549.09529853801, 128348.693186732, 130444.282695551, 133026.850723229, 136259.888630005, 140412.390457626, 147725.12135680098, 153692.000421353, 162039.90926921]",130069,6.0,-6.793559565448397,0.9799944255811373,0.98,2.2463281955598102e-05,162039.90926921,108336.975108653,122567.436783364
876,LANL:GrowthRate,2020-06-01,33,2020-07-04,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[112114.271594165, 113429.527583296, 115179.011147755, 116925.040149064, 118636.24268503301, 119788.68744739999, 120992.091148601, 122235.08226589, 123123.02439238901, 124232.49918862901, 125403.369999087, 126585.391829389, 128125.033331121, 129444.90730494, 130996.831125595, 132544.465150623, 134431.679846025, 136864.95553798802, 140240.61123180098, 144015.230737579, 150870.87831936902, 156021.763954666, 166958.662339307]",130069,5.0,-6.094012584344827,0.9799949219515844,0.98,3.186969485347024e-05,166958.662339307,112114.271594165,126585.391829389
877,LANL:GrowthRate,2020-06-04,30,2020-07-04,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[114361.659705248, 115670.20431441301, 116786.063559049, 118544.297356758, 119895.02586271301, 121030.275117159, 122105.023019493, 122915.207051269, 123886.722038669, 124732.14611359699, 125602.87322203, 126607.73163380001, 127485.270399399, 128533.242755753, 129684.025031184, 130993.32968866301, 132404.446914612, 134234.806762188, 136307.541886771, 138904.430948113, 142698.688019235, 147629.638727425, 151807.378605203]",130069,5.0,-5.6968437739212225,0.9799928447050905,0.98,3.8870669114121625e-05,151807.378605203,114361.659705248,126607.73163380001
878,LANL:GrowthRate,2020-06-08,26,2020-07-04,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[117415.51556064801, 118991.295987331, 120383.005484914, 121894.24491265099, 123154.25912204199, 124104.20129330199, 125068.23873075099, 125886.41230427599, 126727.43006806301, 127533.011796607, 128569.365246067, 129313.67294634301, 130276.60683663099, 131199.027546235, 132311.617324961, 133430.174529438, 134652.433580923, 136104.87154005, 137955.216599963, 140818.232367789, 144551.329491796, 149849.846052591, 155097.440006519]",130069,4.0,-5.185034742351035,0.9799945750079783,0.98,5.020649870801641e-05,155097.440006519,117415.51556064801,129313.67294634301
879,LANL:GrowthRate,2020-06-11,23,2020-07-04,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[121001.121892381, 121843.23825326901, 123271.4090214, 124780.03132959199, 126044.376517158, 127127.888157559, 128206.554131396, 129142.66731596699, 130211.749610895, 131123.910729397, 132157.012034116, 133034.406030883, 133902.958956536, 134888.738997335, 135783.71512752402, 136737.370359808, 137846.975209953, 139276.67951247699, 140979.138572004, 143546.077666917, 147687.508941437, 151660.127507645, 155117.267911631]",130069,4.0,-5.271972492051542,0.9799858910089171,0.98,4.807083247855559e-05,155117.267911631,121001.121892381,133034.406030883
880,LANL:GrowthRate,2020-06-14,20,2020-07-04,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[121889.042239851, 122955.29960097099, 124051.56163845, 125487.05570558099, 126426.874753568, 127217.794450691, 127968.644005815, 128686.640793385, 129425.45783457, 130041.33295532, 130717.17968760901, 131377.635473359, 132126.095952385, 132889.063063518, 133706.657231129, 134656.045367999, 135598.571930971, 136701.807317161, 138039.095284573, 139818.788132211, 142465.26169604, 145268.038170933, 148950.20519910599]",130069,3.0,-4.334133050150313,0.9799931246277737,0.98,7.683001013193691e-05,148950.20519910599,121889.042239851,131377.635473359
881,LANL:GrowthRate,2020-06-18,16,2020-07-04,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[122612.57789368801, 123311.356587699, 124090.864023984, 125131.512020819, 125838.989644724, 126360.09624660699, 126817.664034139, 127328.55592194901, 127793.162710014, 128296.170928451, 128797.39268076401, 129210.01406704099, 129708.25267809199, 130126.59513079801, 130744.819814874, 131391.21986592098, 131931.516303139, 132607.02987462198, 133424.563984205, 134623.898055904, 136363.212306696, 137985.280492474, 140272.707127156]",130069,3.0,-3.605583122732063,0.9799896798076047,0.98,0.0001105944917456636,140272.707127156,122612.57789368801,129210.01406704099
882,LANL:GrowthRate,2020-06-21,13,2020-07-04,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[124443.076309567, 125268.06903834401, 125868.575231995, 126874.185836603, 127462.731695815, 127927.987506898, 128437.38243374, 128874.494849392, 129365.496931874, 129829.47275849, 130262.875593805, 130707.738529861, 131095.525006759, 131538.064464976, 131980.804689922, 132426.79000506198, 132936.316233515, 133480.060080888, 134327.022034786, 135298.605625215, 136820.47880237302, 138270.820874364, 140255.590839366]",130069,2.0,-3.499831714860014,0.9799947146137082,0.98,0.00011659961690935194,140255.590839366,124443.076309567,130707.738529861
883,LANL:GrowthRate,2020-06-24,10,2020-07-04,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[124770.335923159, 125434.99653279, 125928.755001637, 126471.567274543, 126834.605401322, 127235.500852455, 127560.363584272, 127900.61064261901, 128174.93932640801, 128454.09144575, 128721.034635071, 129019.865589171, 129254.699600466, 129574.86297508, 129848.330676985, 130137.89716609199, 130432.180091626, 130883.05215134, 131318.62605222198, 131896.990383481, 132827.075494827, 133607.431092548, 134605.239888411]",130069,2.0,-2.739300063759976,0.979988516496948,0.98,0.00017054715270597987,134605.239888411,124770.335923159,129019.865589171
884,LANL:GrowthRate,2020-06-29,5,2020-07-04,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[128249.895509825, 128576.400985174, 128893.501763767, 129260.043566671, 129579.820118012, 129794.53390559801, 129974.90077631199, 130178.978871676, 130309.845852535, 130436.921600662, 130574.953823582, 130716.3505464, 130867.855072024, 131021.152125407, 131174.607835943, 131340.65647755598, 131532.35904175302, 131773.393351375, 132042.968659429, 132398.075455174, 132891.157198958, 133270.363408606, 134051.18313895699]",130069,1.0,-2.1824036262244233,0.9799851556649657,0.98,0.00022530612492661917,134051.18313895699,128249.895509825,130716.3505464
885,MITCovAlliance:SIR,2020-06-28,6,2020-07-04,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[127891.14090090801, 128157.06067164801, 128430.613340693, 128840.681524086, 129066.092328034, 129232.093694548, 129420.94095679, 129538.567767738, 129681.35757213, 129839.033553791, 129973.605844757, 130099.434601099, 130304.52744448099, 130455.65507781699, 130596.908774765, 130772.842666309, 131067.72529370099, 131429.515633431, 131800.763451065, 132559.99731126, 134322.62747977598, 135129.900507018, 135845.9150598]",130069,1.0,-1.1101338665927232,0.9799559987622868,0.98,0.0003851353814216252,135845.9150598,127891.14090090801,130099.434601099
886,MOBS:GLEAM_COVID,2020-06-08,26,2020-07-04,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[121009.17970664, 121118.74061454, 121611.98686796, 121837.36960232, 122449.53802316, 122850.789228, 123102.837824, 123584.70112286, 123986.97571696, 124329.70141902, 124645.42856068, 125309.3234155, 125600.29953962, 126305.22830892, 126537.50947216, 126892.43446112, 127289.8820946, 127837.72549472, 128418.58127988, 128771.35397332, 129625.39880256, 131144.76587692, 131290.023186092]",130069,4.0,-8.196672450350391,0.9797566057669849,0.98,1.1137587183102093e-05,131290.023186092,121009.17970664,125309.3234155
887,MOBS:GLEAM_COVID,2020-06-15,19,2020-07-04,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[122304.476795668, 122594.982312596, 122959.863619577, 123510.233930141, 124042.737558513, 124526.36426594401, 124996.694160825, 125480.38678084801, 125981.15216657301, 126479.50215116199, 127086.010929518, 127646.91183504801, 128184.600042594, 128751.859787968, 129335.62987371901, 130113.17901342301, 130846.142809631, 131581.52615213, 132473.021576573, 133534.21800047, 135046.86116215802, 136173.063636875, 137317.018418661]",130069,3.0,-4.673598926742499,0.9799651714659825,0.98,6.483608933163798e-05,137317.018418661,122304.476795668,127646.91183504801
