,model,forecast_date,delta,target_end_date,quantile,value,cases,deltaW,proper,score,sumpdf,prange,p,CIHI,CILO,PE,scorecontr
354,UMich:RidgeTfReg,2020-07-20,26,2020-08-15,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9]","[326723.78143248, 409067.749993696, 415684.699642356, 434920.76839899, 595075.7861402989, 735308.532266267]",362166.0,4.0,False,-12.96221372938217,0.8749987395871847,0.875,6.16027413163911e-07,735308.532266267,326723.78143248,425302.734020673,652.6929894195289
355,LANL:GrowthRate,2020-07-20,5,2020-07-25,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[270624.45416663896, 322815.374924902, 378414.268482535, 433553.64838245796, 459951.524332479, 481252.615006278, 552257.534401886]",465360.0,1.0,True,-7.400659100101129,0.9499995866972615,0.95,8.766688889327856e-06,552257.534401886,270624.45416663896,433553.64838245796,40.46063596785981
356,COVIDhub:baseline,2020-07-20,19,2020-08-08,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[330490.451715767, 383330.336638366, 423129.47323973203, 465488.0, 507605.512075121, 548121.274651746, 601496.210898109]",374764.0,3.0,True,-10.529132296705022,0.9499998114357298,0.95,2.0441457777853334e-06,601496.210898109,330490.451715767,465488.0,193.3623999909546
357,RobertWalraven:ESG,2020-07-20,5,2020-07-25,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[476127.36914590205, 477119.822511038, 478015.824978743, 479011.34765625, 480006.870333757, 480902.872801462, 481895.32616659795]",465360.0,1.0,True,,0.9499451645043554,0.95,0.0,481895.32616659795,476127.36914590205,479011.34765625,
358,UMich:RidgeTfReg,2020-07-20,5,2020-07-25,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9]","[350002.398482424, 404459.5632593, 415734.72715797, 416473.518136344, 427757.714016734, 430038.97738317796]",465360.0,1.0,False,,0.8748903468015636,0.875,0.0,430038.97738317796,350002.398482424,416104.122647157,
359,UMich:RidgeTfReg,2020-07-20,19,2020-08-08,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9]","[334080.28916493396, 436344.817880284, 440219.83369806706, 450089.06683115294, 538689.744835563, 616432.51321275]",374764.0,3.0,False,-13.808357064570128,0.8749977313091986,0.875,3.966772130891555e-07,616432.51321275,334080.28916493396,445154.45026461,996.429642241919
360,CovidAnalytics:DELPHI,2020-07-20,26,2020-08-15,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[270000.753986137, 298820.397491013, 324608.995420386, 353262.0, 381915.004579614, 407703.602508987, 436523.24601386295]",362166.0,4.0,True,-7.530622874894818,0.9499981872104586,0.95,9.312258148097552e-06,436523.24601386295,270000.753986137,353262.0,43.177150747745834
361,COVIDhub:baseline,2020-07-20,33,2020-08-22,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[299368.024197992, 359167.80959409603, 407929.581928319, 465488.0, 522661.09616596205, 571507.667129671, 631021.571880469]",306101.0,5.0,True,-13.318227025828413,0.9499994759767189,0.95,5.608079966107349e-07,631021.571880469,299368.024197992,465488.0,779.8592954122557
362,RobertWalraven:ESG,2020-07-20,12,2020-08-01,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[557549.887493248, 560448.729360401, 563065.849275248, 565973.65625, 568881.463224752, 571498.583139599, 574397.425006752]",441878.0,2.0,True,,0.949981246165013,0.95,0.0,574397.425006752,557549.887493248,565973.65625,
363,USACE:ERDC_SEIR,2020-07-20,5,2020-07-25,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[417242.670924631, 426886.56330314296, 435671.80975266604, 445719.47698437603, 456145.582975704, 465318.64024259604, 475608.72878490604]",465360.0,1.0,True,-7.107652332822108,0.9499947976667803,0.95,1.0149886965848953e-05,475608.72878490604,417242.670924631,445719.47698437603,34.946774184583994
364,COVIDhub:ensemble,2020-07-20,19,2020-08-08,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[249289.0, 355480.0, 422267.0, 508963.0, 598392.0, 675872.0, 869474.0]",374764.0,3.0,True,-10.521734756548703,0.9499999999924893,0.95,2.0517206031564483e-06,869474.0,249289.0,508963.0,192.64851798820135
365,CovidAnalytics:DELPHI,2020-07-20,33,2020-08-22,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[249768.097010835, 281989.437992941, 310821.967000185, 342857.0, 374892.032999815, 403724.562007059, 435945.902989165]",306101.0,5.0,True,-8.53807316983102,0.9499983787064131,0.95,6.120845520506124e-06,435945.902989165,249768.097010835,342857.0,71.45276377800866
366,COVIDhub:baseline,2020-07-20,40,2020-08-29,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[283455.872538725, 348344.698382984, 403109.784347843, 465488.0, 527954.7213022129, 583310.037757378, 647271.638271632]",293841.0,6.0,True,-13.027182959530588,0.9499993285382791,0.95,6.620484775121671e-07,647271.638271632,283455.872538725,465488.0,674.2436066201848
367,COVIDhub:baseline,2020-07-20,26,2020-08-15,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[314997.584381344, 372114.575883759, 413562.80024550203, 465488.0, 516694.96618716203, 559139.863465635, 616686.4107906079]",362166.0,4.0,True,-10.696597987850492,0.9499999706325182,0.95,1.9123714259869362e-06,616686.4107906079,314997.584381344,465488.0,210.25035638922967
368,CovidAnalytics:DELPHI,2020-07-20,54,2020-09-12,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[184833.81666711302, 225590.94737446602, 262061.53232077102, 302583.0, 343104.467679229, 379575.052625534, 420332.183332887]",240320.0,8.0,True,-9.604922749889532,0.9499987183591188,0.95,4.052148871794281e-06,420332.183332887,184833.81666711302,302583.0,121.80986859545024
369,IHME:CurveFit,2020-07-23,37,2020-08-29,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[0.0, 0.0, 405733.78213241603, 599565.875049827, 811443.31142705, 999056.961785724, 1215890.33691649]",293841.0,6.0,True,-15.852036585446292,0.9277342729496759,0.95,1.6124290733166013e-07,1215890.33691649,0.0,599565.875049827,2768.3819438770374
370,IHME:CurveFit,2020-07-23,58,2020-09-19,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[0.0, 0.0, 281931.89959459996, 447605.21176381, 691339.086900865, 870149.747470607, 1049083.12448505]",282145.0,9.0,True,-12.627813809881314,0.9277341359845785,0.95,8.249577704705358e-07,1049083.12448505,0.0,447605.21176381,552.1981255296912
371,IHME:CurveFit,2020-07-23,23,2020-08-15,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[0.0, 0.0, 564477.5543515161, 771416.1540017921, 971336.0840642559, 1139459.14735478, 1408203.36470813]",362166.0,4.0,True,-17.06786718887111,0.9277344123645694,0.95,7.908037455428563e-08,1408203.36470813,0.0,771416.1540017921,5084.406543703482
372,IHME:CurveFit,2020-07-23,30,2020-08-22,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[0.0, 0.0, 497082.51065486396, 703819.524847882, 926632.4853535241, 1114739.83517565, 1367652.82659851]",306101.0,5.0,True,-17.11154891604584,0.927734403465011,0.95,8.415982333254135e-08,1367652.82659851,0.0,703819.524847882,5196.675940850027
373,LANL:GrowthRate,2020-07-23,44,2020-09-05,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[32810.7493198183, 64930.6839900357, 107925.44213874699, 195534.71878609603, 350872.34548360104, 577953.211477448, 997252.6980286221]",289664.0,7.0,True,-11.381047769582981,0.9499990792036366,0.95,1.5186316288107182e-06,997252.6980286221,32810.7493198183,195534.71878609603,296.04867542011067
374,LANL:GrowthRate,2020-07-23,37,2020-08-29,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[46207.928450205094, 85095.9839802336, 139190.168498634, 235867.22350979, 406945.331530581, 619112.926442713, 1049442.26969978]",293841.0,6.0,True,-11.235360346282558,0.949999212252509,0.95,1.621732155426825e-06,1049442.26969978,46207.928450205094,235867.22350979,275.25010942249105
375,IHME:CurveFit,2020-07-23,9,2020-08-01,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[0.0, 0.0, 724995.47517832, 874218.890959322, 1003353.78536566, 1138003.82353891, 1361196.62435233]",441878.0,2.0,True,-17.859382848338587,0.9277344040898376,0.95,4.819432748714991e-08,1361196.62435233,0.0,874218.890959322,7552.934363626397
376,LANL:GrowthRate,2020-07-23,9,2020-08-01,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[218774.58141070398, 291195.96039837104, 363609.834174788, 465602.295838167, 560117.917455615, 610466.436532299, 746417.072588335]",441878.0,2.0,True,-9.931100672030528,0.949999741147281,0.95,2.538636526508431e-06,746417.072588335,218774.58141070398,465602.295838167,143.38743983574722
377,IHME:CurveFit,2020-07-23,16,2020-08-08,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[0.0, 0.0, 647882.8234259, 830932.899245657, 999339.8081401291, 1155172.96902893, 1405239.72251659]",374764.0,3.0,True,-17.812662901971688,0.9277344075534383,0.95,5.356896911473674e-08,1405239.72251659,0.0,830932.899245657,7378.542840302911
378,LANL:GrowthRate,2020-07-23,23,2020-08-15,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[95397.790376811, 150770.08690522198, 223170.91939576, 336410.14730401104, 494786.516697559, 681017.569246233, 938003.433267925]",362166.0,4.0,True,-10.79352231010435,0.9499994781866377,0.95,1.8219036119204723e-06,938003.433267925,95397.790376811,336410.14730401104,220.69047518847762
379,IHME:CurveFit,2020-07-23,44,2020-09-05,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[0.0, 0.0, 354265.400884916, 535627.3726099379, 753761.0330264929, 932650.193224976, 1143092.86339023]",289664.0,7.0,True,-14.646853449340412,0.9277342908435746,0.95,2.9668237565283473e-07,1143092.86339023,0.0,535627.3726099379,1515.3878998413716
380,IHME:CurveFit,2020-07-23,51,2020-09-12,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[0.0, 0.0, 311774.51226516, 483909.125850371, 712589.476031021, 886882.0713115371, 1094743.9581678002]",240320.0,8.0,True,-15.107302620958222,0.9277343092055209,0.95,2.5873714688817717e-07,1094743.9581678002,0.0,483909.125850371,1907.695619043785
381,LANL:GrowthRate,2020-07-23,16,2020-08-08,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[145039.085171198, 203815.420291889, 282734.295837052, 397368.551188515, 542834.780242383, 668123.243313087, 844967.0952921021]",374764.0,3.0,True,-10.434692750698094,0.9499994952936891,0.95,2.142985097985939e-06,844967.0952921021,145039.085171198,397368.551188515,184.44408871318356
382,LANL:GrowthRate,2020-07-23,51,2020-09-12,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[10674.4992921982, 22328.4348890808, 38989.355828932596, 72109.4821572497, 135345.955529686, 232033.17266649302, 418695.42275354]",240320.0,8.0,True,-13.216012920213881,0.9499973105619189,0.95,6.661117970263586e-07,418695.42275354,10674.4992921982,72109.4821572497,741.0043236074563
383,LANL:GrowthRate,2020-07-23,30,2020-08-22,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[67180.1578148827, 112517.27942075301, 178092.65674960602, 279510.48678299104, 452599.457546901, 654303.788178992, 1015513.37247282]",306101.0,5.0,True,-11.050026379490902,0.9499993022605677,0.95,1.7432019775720509e-06,1015513.37247282,67180.1578148827,279510.48678299104,250.88964716960348
384,USACE:ERDC_SEIR,2020-07-24,22,2020-08-15,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[363324.10844556795, 375149.08671683795, 387582.278227414, 401770.45388904604, 417241.013952348, 430822.23215428897, 444905.350712736]",362166.0,4.0,True,,0.9499946016705453,0.95,0.0,444905.350712736,363324.10844556795,401770.45388904604,
385,USACE:ERDC_SEIR,2020-07-24,29,2020-08-22,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[326087.857868512, 338068.484529742, 350687.493609163, 365001.16690134205, 381378.668752994, 395196.71560447296, 409612.153300625]",306101.0,5.0,True,,0.9499947638006079,0.95,0.0,409612.153300625,326087.857868512,365001.16690134205,
386,USACE:ERDC_SEIR,2020-07-24,36,2020-08-29,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[288023.110747904, 299487.19516592, 311892.04650506104, 325596.20641830197, 341681.628155873, 354974.84280104295, 369037.714537137]",293841.0,6.0,True,-8.3791252122646,0.9499946500255467,0.95,6.763986105004852e-06,369037.714537137,288023.110747904,325596.20641830197,65.9939193111169
387,USACE:ERDC_SEIR,2020-07-24,43,2020-09-05,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[250505.155045363, 261116.89431220898, 272703.67977402604, 285363.58288555103, 300303.170019634, 312642.42905934696, 325684.389779331]",289664.0,7.0,True,-6.462364514574648,0.9499941819182092,0.95,1.776359809876893e-05,325684.389779331,250505.155045363,285363.58288555103,25.30956170369873
388,USACE:ERDC_SEIR,2020-07-24,8,2020-08-01,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[423695.06644792703, 433678.958562082, 443715.608485731, 455344.146962325, 467448.971316357, 478477.367838941, 489812.190301195]",441878.0,2.0,True,-6.102154235756179,0.9499934818779627,0.95,1.722049689804883e-05,489812.190301195,423695.06644792703,455344.146962325,21.13810039075015
389,USACE:ERDC_SEIR,2020-07-24,15,2020-08-08,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[397020.53394376795, 408150.117838979, 419666.09051952604, 432978.435369096, 446875.97646981897, 459596.471191317, 472394.84777551296]",374764.0,3.0,True,,0.9499938478186515,0.95,0.0,472394.84777551296,397020.53394376795,432978.435369096,
390,USACE:ERDC_SEIR,2020-07-24,57,2020-09-19,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[181633.87940170398, 190137.021319478, 199048.24466147603, 209217.789192629, 221035.43778910302, 230454.975428195, 240756.89998294]",282145.0,9.0,True,,0.9499933967905573,0.95,0.0,240756.89998294,181633.87940170398,209217.789192629,
391,USACE:ERDC_SEIR,2020-07-24,50,2020-09-12,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[214735.72259034103, 224340.12454816, 234662.801975512, 246034.136272145, 259523.057729521, 270395.75812819396, 282104.805523184]",240320.0,8.0,True,-6.083351818096339,0.9499938539123017,0.95,2.3571368867131293e-05,282104.805523184,214735.72259034103,246034.136272145,20.940307895768587
392,Covid19Sim:Simulator,2020-07-26,48,2020-09-12,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[573211.269804087, 578712.522451751, 583447.2453528821, 591159.844883787, 599737.889500004, 677656.969391317, 707042.615850148]",240320.0,7.0,True,,0.9499939499106935,0.95,0.0,707042.615850148,573211.269804087,591159.844883787,
393,LNQ:ens1,2020-07-26,6,2020-08-01,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[291383.30733025604, 426895.997977256, 485436.374236603, 554233.909864029, 578075.903547489, 606893.312952102, 705141.5840040421]",441878.0,1.0,True,-10.257659020127448,0.9499999999815538,0.95,2.156201184062151e-06,705141.5840040421,291383.30733025604,554233.909864029,168.8194009446688
394,Columbia_UNC:SurvCon,2020-07-26,48,2020-09-12,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[150850.0, 175634.0, 212540.0, 258418.0, 311554.0, 372168.0, 435133.0]",240320.0,7.0,True,-8.902948129921619,0.9499978897069734,0.95,5.755953071492903e-06,435133.0,150850.0,258418.0,85.75325675378427
395,JHU_IDD:CovidSP,2020-07-26,6,2020-08-01,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[379225.425, 399349.7, 421202.0, 454323.0, 485925.0, 525509.2, 560596.3]",441878.0,1.0,True,-7.722606573300102,0.9499968466728899,0.95,7.658944539482015e-06,560596.3,379225.425,454323.0,47.5272526564315
396,JHU_IDD:CovidSP,2020-07-26,34,2020-08-29,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[439139.85, 476721.1, 516153.75, 559403.5, 616597.0, 656048.8, 719531.725]",293841.0,5.0,True,,0.9499994432756078,0.95,0.0,719531.725,439139.85,559403.5,
397,Columbia_UNC:SurvCon,2020-07-26,20,2020-08-15,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[286545.0, 308116.0, 337529.0, 369322.0, 403193.0, 437530.0, 468330.0]",362166.0,3.0,True,-7.759252329235253,0.9499963234941502,0.95,8.306321783294046e-06,468330.0,286545.0,369322.0,48.406115769678316
398,UCLA:SuEIR,2020-07-26,48,2020-09-12,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[164327.789314913, 242746.864743648, 336183.520809979, 414205.995922805, 442995.79842526396, 490082.987942541, 793827.863592435]",240320.0,7.0,True,-12.07383967546955,0.94999966985922,0.95,1.1791441317625384e-06,793827.863592435,164327.789314913,414205.995922805,418.60168600819117
399,IowaStateLW:STEM,2020-07-26,48,2020-09-12,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[309544.0, 322038.0, 350698.0, 422078.0, 517909.0, 583431.0, 616747.0]",240320.0,7.0,True,,0.9499935243404877,0.95,0.0,616747.0,309544.0,422078.0,
400,Columbia_UNC:SurvCon,2020-07-26,27,2020-08-22,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[243847.0, 267742.0, 300917.0, 337941.0, 377797.0, 420522.0, 459587.0]",306101.0,4.0,True,-8.53488714457287,0.9499969800474094,0.95,6.1306038752484415e-06,459587.0,243847.0,337941.0,71.33902923725982
401,IowaStateLW:STEM,2020-07-26,34,2020-08-29,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[329687.0, 342085.0, 369878.0, 435426.0, 516028.0, 567993.0, 593211.0]",293841.0,5.0,True,,0.9499923707229473,0.95,0.0,593211.0,329687.0,435426.0,
402,UCLA:SuEIR,2020-07-26,6,2020-08-01,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[448864.376295462, 478142.13865682203, 510705.915723665, 540943.1596435771, 554165.200495738, 579992.28283437, 612122.567316042]",441878.0,1.0,True,,0.9499985903122006,0.95,0.0,612122.567316042,448864.376295462,540943.1596435771,
403,UCLA:SuEIR,2020-07-26,13,2020-08-08,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[271152.108410448, 341875.078492268, 413805.59755922, 478970.003417281, 499384.943996463, 558617.194190009, 688222.878810924]",374764.0,2.0,True,-10.531526269697629,0.9499997237919776,0.95,2.041700426710924e-06,688222.878810924,271152.108410448,478970.003417281,193.59399075049103
404,Karlen:pypm,2020-07-26,6,2020-08-01,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[555433.9, 561834.3, 573289.8, 582604.5, 593048.0, 604058.3, 613512.2]",441878.0,1.0,True,,0.9499864300904638,0.95,0.0,613512.2,555433.9,582604.5,
405,Covid19Sim:Simulator,2020-07-26,27,2020-08-22,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[594562.548146807, 602174.1277143561, 605742.286265157, 613486.644565171, 622673.0910193321, 703408.00833508, 735735.1526900509]",306101.0,4.0,True,,0.9499963213430767,0.95,0.0,735735.1526900509,594562.548146807,613486.644565171,
406,Karlen:pypm,2020-07-26,34,2020-08-29,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[955034.3, 976414.2, 998315.0, 1030395.5, 1065667.0, 1080853.7, 1151266.3]",293841.0,5.0,True,,0.949999071179249,0.95,0.0,1151266.3,955034.3,1030395.5,
407,OliverWyman:Navigator,2020-07-26,6,2020-08-01,[0.5],[523622.0],441878.0,1.0,False,,,0.0,0.0,523622.0,523622.0,523622.0,
408,Covid19Sim:Simulator,2020-07-26,20,2020-08-15,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[599244.9965242479, 607349.2543912929, 611060.977102848, 618356.332110029, 627920.070711286, 709118.8896109309, 742287.120202818]",362166.0,3.0,True,,0.9499964277706127,0.95,0.0,742287.120202818,599244.9965242479,618356.332110029,
409,IowaStateLW:STEM,2020-07-26,27,2020-08-22,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[346392.0, 358354.0, 384430.0, 444313.0, 514294.0, 557680.0, 578562.0]",306101.0,4.0,True,,0.9499913308593522,0.95,0.0,578562.0,346392.0,444313.0,
410,IowaStateLW:STEM,2020-07-26,13,2020-08-08,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[405444.0, 413947.0, 431745.0, 468837.0, 508545.0, 530096.0, 544751.0]",374764.0,2.0,True,,0.9499889683594638,0.95,0.0,544751.0,405444.0,468837.0,
411,JHU_IDD:CovidSP,2020-07-26,27,2020-08-22,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[442579.775, 482289.3, 522996.5, 564396.5, 618422.75, 659221.4, 736323.35]",306101.0,4.0,True,,0.949999499044603,0.95,0.0,736323.35,442579.775,564396.5,
412,Covid19Sim:Simulator,2020-07-26,41,2020-09-05,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[581589.764575815, 587754.606929642, 592012.128446696, 599894.102005663, 608033.088036556, 687550.423848714, 718045.0006406179]",289664.0,6.0,True,,0.949996071885661,0.95,0.0,718045.0006406179,581589.764575815,599894.102005663,
413,Karlen:pypm,2020-07-26,27,2020-08-22,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[805014.1, 813788.3, 865010.2, 888528.0, 909716.2, 937964.9, 984081.9]",306101.0,4.0,True,,0.9499953149308855,0.95,0.0,984081.9,805014.1,888528.0,
414,Columbia_UNC:SurvCon,2020-07-26,41,2020-09-05,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[177099.0, 202140.0, 238560.0, 282679.0, 332032.0, 387189.0, 443237.0]",289664.0,6.0,True,-8.791103405962549,0.9499977684137498,0.95,5.544363726683876e-06,443237.0,177099.0,282679.0,81.08935566343166
415,LNQ:ens1,2020-07-26,20,2020-08-15,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[265157.753037385, 400634.68316427, 472645.671477149, 549537.425125742, 619275.982888783, 703872.7094759321, 892512.617497017]",362166.0,3.0,True,-12.505704986499289,0.9499999999928862,0.95,7.739798470705883e-07,892512.617497017,265157.753037385,549537.425125742,519.4925622212778
416,UCLA:SuEIR,2020-07-26,41,2020-09-05,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[179424.32939005602, 261850.531425715, 353091.509420153, 441324.904579017, 460819.742766295, 510277.33430290397, 828770.419148615]",289664.0,6.0,True,-11.446092146138536,0.949999719260707,0.95,1.4700368917638929e-06,828770.419148615,179424.32939005602,441324.904579017,305.8351016082581
417,OliverWyman:Navigator,2020-07-26,20,2020-08-15,[0.5],[650990.0],362166.0,3.0,False,,,0.0,0.0,650990.0,650990.0,650990.0,
418,Covid19Sim:Simulator,2020-07-26,34,2020-08-29,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[588667.1869207029, 595496.076569836, 599625.197038009, 607321.519527, 615938.114789942, 696157.48298586, 727636.678075999]",293841.0,5.0,True,,0.9499962090535237,0.95,0.0,727636.678075999,588667.1869207029,607321.519527,
419,UCLA:SuEIR,2020-07-26,27,2020-08-22,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[200014.98869455198, 291964.502918959, 374539.79114668706, 473440.95040985604, 483110.27235428704, 543862.708370452, 822015.486085177]",306101.0,4.0,True,-11.393505291314153,0.9499998558242104,0.95,1.4681222204812605e-06,822015.486085177,200014.98869455198,473440.95040985604,297.89844673493184
420,LNQ:ens1,2020-07-26,27,2020-08-22,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[214866.236228203, 391689.92750712205, 457435.35859518603, 532723.819596594, 672118.148674544, 805334.8415163391, 1089142.68087282]",306101.0,4.0,True,-13.762123420809196,0.9499999999968769,0.95,4.491830091317428e-07,1089142.68087282,214866.236228203,532723.819596594,973.6595556982296
421,Covid19Sim:Simulator,2020-07-26,13,2020-08-08,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[602820.2826293011, 611144.3498574579, 614961.46130674, 622179.857048098, 631823.057131555, 714276.664694975, 748033.526353767]",374764.0,2.0,True,,0.949996491620179,0.95,0.0,748033.526353767,602820.2826293011,622179.857048098,
422,Columbia_UNC:SurvCon,2020-07-26,6,2020-08-01,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[390056.0, 405569.0, 421093.0, 438935.0, 456955.0, 473991.0, 488268.0]",441878.0,1.0,True,-6.422317206235754,0.9499933380829269,0.95,1.4673143781229747e-05,488268.0,390056.0,438935.0,24.807811988812283
423,UCLA:SuEIR,2020-07-26,55,2020-09-19,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[147939.603250394, 223345.409993773, 319665.142280032, 381751.08302565, 412238.654267631, 478742.77471697296, 740026.7241548529]",282145.0,8.0,True,-11.311088950425457,0.9499996262196555,0.95,1.5935103475639423e-06,740026.7241548529,147939.603250394,381751.08302565,285.87209062770387
424,Covid19Sim:Simulator,2020-07-26,6,2020-08-01,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[627463.6505639621, 631452.18825952, 636347.736075538, 643901.739571766, 652656.797461117, 738945.6663053579, 778776.42647295]",441878.0,1.0,True,,0.9499903587772718,0.95,0.0,778776.42647295,627463.6505639621,643901.739571766,
425,IowaStateLW:STEM,2020-07-26,6,2020-08-01,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[455114.0, 459338.0, 467673.0, 484069.0, 502634.0, 513596.0, 526253.0]",441878.0,1.0,True,,0.9499885093353931,0.95,0.0,526253.0,455114.0,484069.0,
426,Columbia_UNC:SurvCon,2020-07-26,34,2020-08-29,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[207761.0, 232649.0, 268234.0, 309188.0, 354119.0, 403251.0, 450891.0]",293841.0,5.0,True,-8.458817542585887,0.9499974709547283,0.95,6.49976622985049e-06,450891.0,207761.0,309188.0,68.67661658125107
427,LNQ:ens1,2020-07-26,13,2020-08-08,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[276412.575187843, 411283.758124482, 477086.24517183297, 552316.744183549, 592786.452730985, 652369.0972920379, 783206.662508292]",374764.0,2.0,True,-12.429660942023247,0.9499999999866052,0.95,7.90346096197353e-07,783206.662508292,276412.575187843,552316.744183549,500.1111986580244
428,Karlen:pypm,2020-07-26,13,2020-08-08,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[623783.8, 638560.4, 649144.2, 664326.5, 672994.0, 685623.5, 708316.2]",374764.0,2.0,True,,0.9499999994308707,0.95,0.0,708316.2,623783.8,664326.5,
429,IowaStateLW:STEM,2020-07-26,20,2020-08-15,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[370623.0, 381318.0, 404676.0, 454991.0, 511862.0, 545910.0, 562154.0]",362166.0,3.0,True,,0.9499893727889887,0.95,0.0,562154.0,370623.0,454991.0,
