,model,forecast_date,delta,target_end_date,quantile,value,deaths,deltaW,score,sumpdf,prange,p,CIHI,CILO,PE
248,IHME:CurveFit,2020-04-16,58,2020-06-13,"[0.025, 0.975]","[34062.975, 140354.55]",118220,9.0,-8.732297553584083,0.94998212471085,0.95,8.937643472678447e-06,140354.55,34062.975,87208.7625
4310,CU:scenario_mid,2020-04-16,9,2020-04-25,"[0.01, 0.6, 0.4, 0.2, 0.025, 0.65, 0.45, 0.1, 0.25, 0.05, 0.7, 0.5, 0.15, 0.3, 0.75, 0.55, 0.8, 0.35, 0.95, 0.975, 0.99, 0.85, 0.9]","[41404.0, 54549.0, 50847.0, 46470.0, 41630.0, 55685.0, 52128.0, 43707.0, 47270.0, 41841.0, 56841.0, 52850.0, 45603.0, 47956.0, 58260.0, 53753.0, 59563.0, 49496.0, 69596.0, 77162.0, 78492.0, 60828.0, 62570.0]",55953,2.0,-6.263788011374065,0.9799615400336792,0.98,4.463616269612114e-05,78492.0,41404.0,52850.0
4313,CU:select,2020-04-16,9,2020-04-25,"[0.01, 0.6, 0.4, 0.2, 0.025, 0.65, 0.45, 0.1, 0.25, 0.05, 0.7, 0.5, 0.15, 0.3, 0.75, 0.55, 0.8, 0.35, 0.95, 0.975, 0.99, 0.85, 0.9]","[41404.0, 54549.0, 50847.0, 46470.0, 41630.0, 55685.0, 52128.0, 43707.0, 47270.0, 41841.0, 56841.0, 52850.0, 45603.0, 47956.0, 58260.0, 53753.0, 59563.0, 49496.0, 69596.0, 77162.0, 78492.0, 60828.0, 62570.0]",55953,2.0,-6.263788011374065,0.9799615400336792,0.98,4.463616269612114e-05,78492.0,41404.0,52850.0
4301,CU:nochange,2020-04-16,9,2020-04-25,"[0.01, 0.6, 0.4, 0.2, 0.025, 0.65, 0.45, 0.1, 0.25, 0.05, 0.7, 0.5, 0.15, 0.3, 0.75, 0.55, 0.8, 0.35, 0.95, 0.975, 0.99, 0.85, 0.9]","[41428.0, 54587.0, 50861.0, 46485.0, 41647.0, 55684.0, 52162.0, 43716.0, 47285.0, 41842.0, 56900.0, 52853.0, 45618.0, 47969.0, 58257.0, 53745.0, 59589.0, 49515.0, 69597.0, 77242.0, 78547.0, 60844.0, 62567.0]",55953,2.0,-6.369546114922142,0.9799624533693301,0.98,4.2337164830236196e-05,78547.0,41428.0,52853.0
4431,CU:scenario_mid,2020-04-16,23,2020-05-09,"[0.025, 0.15, 0.01, 0.1, 0.25, 0.05, 0.2, 0.65, 0.3, 0.75, 0.7, 0.35, 0.5, 0.55, 0.99, 0.6, 0.4, 0.8, 0.85, 0.975, 0.9, 0.45, 0.95]","[55379.0, 63592.0, 53290.0, 60455.0, 66284.0, 56750.0, 64871.0, 88522.0, 68677.0, 95070.0, 91571.0, 71141.0, 79827.0, 82639.0, 163839.0, 84978.0, 75145.0, 103175.0, 113220.0, 152160.0, 117754.0, 78666.0, 144700.0]",81719,4.0,-8.089131274416903,0.9799997106170867,0.98,1.482752842205115e-05,163839.0,53290.0,79827.0
4526,CU:scenario_mid,2020-04-16,30,2020-05-16,"[0.025, 0.1, 0.15, 0.05, 0.2, 0.85, 0.65, 0.01, 0.25, 0.9, 0.7, 0.35, 0.5, 0.3, 0.95, 0.55, 0.75, 0.4, 0.975, 0.6, 0.45, 0.99, 0.8]","[59154.0, 65510.0, 68604.0, 61217.0, 71187.0, 130975.0, 98819.0, 56962.0, 73091.0, 138728.0, 102356.0, 80207.0, 88444.0, 75209.0, 172841.0, 91354.0, 112233.0, 83417.0, 179842.0, 93251.0, 86756.0, 192133.0, 118862.0]",91697,5.0,-6.738599252126131,0.9799979365303553,0.98,2.7499007896475414e-05,192133.0,56962.0,88444.0
4324,IHME:CurveFit,2020-04-16,9,2020-04-25,"[0.025, 0.975]","[32433.975, 95951.95]",55953,2.0,-8.450599409320702,0.9499700872196413,0.95,1.4956390314541101e-05,95951.95,32433.975,64192.962499999994
4304,CU:scenario_high,2020-04-16,9,2020-04-25,"[0.01, 0.6, 0.4, 0.2, 0.025, 0.65, 0.45, 0.1, 0.25, 0.05, 0.7, 0.5, 0.15, 0.3, 0.75, 0.55, 0.8, 0.35, 0.95, 0.975, 0.99, 0.85, 0.9]","[41429.0, 54558.0, 50848.0, 46467.0, 41633.0, 55693.0, 52178.0, 43713.0, 47272.0, 41852.0, 56858.0, 52843.0, 45622.0, 47962.0, 58266.0, 53762.0, 59571.0, 49514.0, 69602.0, 77195.0, 78529.0, 60821.0, 62575.0]",55953,2.0,-6.281982750051214,0.9799543487227893,0.98,4.4231932541632935e-05,78529.0,41429.0,52843.0
4436,CU:select,2020-04-16,23,2020-05-09,"[0.025, 0.15, 0.01, 0.1, 0.25, 0.05, 0.2, 0.65, 0.3, 0.75, 0.7, 0.35, 0.5, 0.55, 0.99, 0.6, 0.4, 0.8, 0.85, 0.975, 0.9, 0.45, 0.95]","[55379.0, 63592.0, 53290.0, 60455.0, 66284.0, 56750.0, 64871.0, 88522.0, 68677.0, 95070.0, 91571.0, 71141.0, 79827.0, 82639.0, 163839.0, 84978.0, 75145.0, 103175.0, 113220.0, 152160.0, 117754.0, 78666.0, 144700.0]",81719,4.0,-8.089131274416903,0.9799997106170867,0.98,1.482752842205115e-05,163839.0,53290.0,79827.0
4816,IHME:CurveFit,2020-04-16,44,2020-05-30,"[0.025, 0.975]","[34062.975, 140009.025]",106926,7.0,-8.826186855616196,0.9499820663360036,0.95,8.966832159784666e-06,140009.025,34062.975,87036.0
4307,CU:scenario_low,2020-04-16,9,2020-04-25,"[0.01, 0.6, 0.4, 0.2, 0.025, 0.65, 0.45, 0.1, 0.25, 0.05, 0.7, 0.5, 0.15, 0.3, 0.75, 0.55, 0.8, 0.35, 0.95, 0.975, 0.99, 0.85, 0.9]","[41413.0, 54553.0, 50842.0, 46474.0, 41627.0, 55668.0, 52157.0, 43713.0, 47285.0, 41844.0, 56866.0, 52851.0, 45619.0, 47942.0, 58239.0, 53748.0, 59550.0, 49495.0, 69556.0, 77198.0, 78485.0, 60834.0, 62542.0]",55953,2.0,-6.3422949356225695,0.9799568198627395,0.98,4.2917981665058225e-05,78485.0,41413.0,52851.0
4519,CU:scenario_low,2020-04-16,30,2020-05-16,"[0.025, 0.1, 0.15, 0.05, 0.2, 0.85, 0.65, 0.01, 0.25, 0.9, 0.7, 0.35, 0.5, 0.3, 0.95, 0.55, 0.75, 0.4, 0.975, 0.6, 0.45, 0.99, 0.8]","[57561.0, 63045.0, 66093.0, 59160.0, 68308.0, 123641.0, 95062.0, 55311.0, 69670.0, 128736.0, 97717.0, 76074.0, 84657.0, 71839.0, 159756.0, 86590.0, 103032.0, 80570.0, 168083.0, 90465.0, 83269.0, 180382.0, 111927.0]",91697,5.0,-8.767350037550958,0.979999051824578,0.98,9.971933877445105e-06,180382.0,55311.0,84657.0
70,IHME:CurveFit,2020-04-16,51,2020-06-06,"[0.025, 0.975]","[34062.975, 140262.925]",112954,8.0,-8.776132362771762,0.9499821092270868,0.95,8.945386064052041e-06,140262.925,34062.975,87162.95
435,IHME:CurveFit,2020-04-16,65,2020-06-20,"[0.025, 0.975]","[34062.975, 140378.575]",122496,10.0,-8.6972180078094,0.9499821287484191,0.95,8.935625870037933e-06,140378.575,34062.975,87220.77500000001
4415,CU:nochange,2020-04-16,23,2020-05-09,"[0.025, 0.15, 0.01, 0.1, 0.25, 0.05, 0.2, 0.65, 0.3, 0.75, 0.7, 0.35, 0.5, 0.55, 0.99, 0.6, 0.4, 0.8, 0.85, 0.975, 0.9, 0.45, 0.95]","[58327.0, 68440.0, 56517.0, 65182.0, 72528.0, 60771.0, 70643.0, 97139.0, 74863.0, 110691.0, 101315.0, 79256.0, 87764.0, 89992.0, 186933.0, 93256.0, 82568.0, 117336.0, 127789.0, 174474.0, 135883.0, 85670.0, 169600.0]",81719,4.0,-7.959075345773798,0.979996269082617,0.98,1.5823773259801555e-05,186933.0,56517.0,87764.0
4620,CU:nochange,2020-04-16,37,2020-05-23,"[0.025, 0.3, 0.35, 0.05, 0.1, 0.01, 0.15, 0.2, 0.4, 0.25, 0.85, 0.45, 0.65, 0.9, 0.7, 0.5, 0.95, 0.75, 0.55, 0.975, 0.8, 0.6, 0.99]","[83239.0, 121205.0, 127482.0, 86607.0, 91906.0, 79126.0, 100803.0, 111827.0, 134688.0, 116483.0, 250433.0, 142932.0, 170328.0, 283025.0, 181797.0, 150863.0, 310517.0, 205046.0, 158019.0, 329690.0, 217220.0, 163171.0, 347761.0]",100275,6.0,-10.058573692951128,0.9799983140565047,0.98,5.000057102980127e-06,347761.0,79126.0,150863.0
4379,IHME:CurveFit,2020-04-16,16,2020-05-02,"[0.025, 0.975]","[33661.05, 123003.025]",69415,3.0,-8.917305222983554,0.9499787334078194,0.95,1.0633296769729794e-05,123003.025,33661.05,78332.0375
4625,CU:scenario_high,2020-04-16,37,2020-05-23,"[0.025, 0.3, 0.35, 0.05, 0.1, 0.01, 0.15, 0.2, 0.4, 0.25, 0.85, 0.45, 0.65, 0.9, 0.7, 0.5, 0.95, 0.75, 0.55, 0.975, 0.8, 0.6, 0.99]","[70734.0, 99328.0, 104964.0, 73693.0, 78217.0, 68444.0, 85076.0, 88945.0, 107552.0, 94285.0, 196046.0, 110242.0, 134530.0, 218655.0, 140690.0, 117677.0, 247759.0, 162266.0, 123017.0, 265008.0, 171456.0, 127559.0, 280058.0]",100275,6.0,-9.092346601406032,0.979995960290308,0.98,8.105662396437618e-06,280058.0,68444.0,117677.0
4635,CU:scenario_low,2020-04-16,37,2020-05-23,"[0.025, 0.3, 0.35, 0.05, 0.1, 0.01, 0.15, 0.2, 0.4, 0.25, 0.85, 0.45, 0.65, 0.9, 0.7, 0.5, 0.95, 0.75, 0.55, 0.975, 0.8, 0.6, 0.99]","[59042.0, 75082.0, 80002.0, 61136.0, 65434.0, 56761.0, 68162.0, 71033.0, 83650.0, 73010.0, 130714.0, 86584.0, 98799.0, 138600.0, 102231.0, 88211.0, 171578.0, 111601.0, 91426.0, 179935.0, 118358.0, 93293.0, 191926.0]",100275,6.0,-7.614264180578952,0.9799977714518942,0.98,1.6972664667269655e-05,191926.0,56761.0,88211.0
4554,IHME:CurveFit,2020-04-16,30,2020-05-16,"[0.025, 0.975]","[34046.0, 137964.45]",91697,5.0,-8.941179391203182,0.9499817163552466,0.95,9.141823360730994e-06,137964.45,34046.0,86005.225
4426,CU:scenario_low,2020-04-16,23,2020-05-09,"[0.025, 0.15, 0.01, 0.1, 0.25, 0.05, 0.2, 0.65, 0.3, 0.75, 0.7, 0.35, 0.5, 0.55, 0.99, 0.6, 0.4, 0.8, 0.85, 0.975, 0.9, 0.45, 0.95]","[54616.0, 61713.0, 52576.0, 59423.0, 65060.0, 55925.0, 63618.0, 86467.0, 67491.0, 93431.0, 89232.0, 70267.0, 78108.0, 80393.0, 158199.0, 83661.0, 73669.0, 100027.0, 110246.0, 146336.0, 115551.0, 76848.0, 139067.0]",81719,4.0,-8.127475445091292,0.9799998992065275,0.98,1.4545961518702688e-05,158199.0,52576.0,78108.0
4453,IHME:CurveFit,2020-04-16,23,2020-05-09,"[0.025, 0.975]","[33988.025, 134033.475]",81719,4.0,-8.98041843791749,0.9499810085459042,0.95,9.495726922881254e-06,134033.475,33988.025,84010.75
629,IHME:CurveFit,2020-04-16,72,2020-06-27,"[0.025, 0.975]","[34062.975, 140380.675]",126448,11.0,-8.665502851063128,0.9499821290826789,0.95,8.935457777636824e-06,140380.675,34062.975,87221.825
4677,IHME:CurveFit,2020-04-16,37,2020-05-23,"[0.025, 0.975]","[34056.0, 139396.25]",100275,6.0,-8.878934817799163,0.9499819631680532,0.95,9.018416555928166e-06,139396.25,34056.0,86726.125
4420,CU:scenario_high,2020-04-16,23,2020-05-09,"[0.025, 0.15, 0.01, 0.1, 0.25, 0.05, 0.2, 0.65, 0.3, 0.75, 0.7, 0.35, 0.5, 0.55, 0.99, 0.6, 0.4, 0.8, 0.85, 0.975, 0.9, 0.45, 0.95]","[57000.0, 65869.0, 55130.0, 62721.0, 69606.0, 58822.0, 67978.0, 93564.0, 71376.0, 103434.0, 96749.0, 75769.0, 83868.0, 86145.0, 177514.0, 89270.0, 79689.0, 110874.0, 122337.0, 166506.0, 128011.0, 82362.0, 160008.0]",81719,4.0,-7.395304423464833,0.9799974318836215,0.98,2.0976419105311894e-05,177514.0,55130.0,83868.0
840,IHME:CurveFit,2020-04-16,79,2020-07-04,"[0.025, 0.975]","[34062.975, 140380.675]",130069,12.0,-8.637268928647561,0.9499821290826789,0.95,8.935457777636824e-06,140380.675,34062.975,87221.825
1070,IHME:CurveFit,2020-04-16,86,2020-07-11,"[0.025, 0.975]","[34062.975, 140380.675]",135314,13.0,-8.597736003940032,0.9499821290826789,0.95,8.935457777636824e-06,140380.675,34062.975,87221.825
4653,CU:select,2020-04-16,37,2020-05-23,"[0.025, 0.3, 0.35, 0.05, 0.1, 0.01, 0.15, 0.2, 0.4, 0.25, 0.85, 0.45, 0.65, 0.9, 0.7, 0.5, 0.95, 0.75, 0.55, 0.975, 0.8, 0.6, 0.99]","[61526.0, 80757.0, 85375.0, 64319.0, 69178.0, 59140.0, 71982.0, 75688.0, 88838.0, 77136.0, 143902.0, 91116.0, 105389.0, 155219.0, 109195.0, 94255.0, 191101.0, 122298.0, 96093.0, 196519.0, 130699.0, 102054.0, 210053.0]",100275,6.0,-9.477054884066987,0.9799974700161665,0.98,6.687290184215211e-06,210053.0,59140.0,94255.0
4644,CU:scenario_mid,2020-04-16,37,2020-05-23,"[0.025, 0.3, 0.35, 0.05, 0.1, 0.01, 0.15, 0.2, 0.4, 0.25, 0.85, 0.45, 0.65, 0.9, 0.7, 0.5, 0.95, 0.75, 0.55, 0.975, 0.8, 0.6, 0.99]","[61526.0, 80757.0, 85375.0, 64319.0, 69178.0, 59140.0, 71982.0, 75688.0, 88838.0, 77136.0, 143902.0, 91116.0, 105389.0, 155219.0, 109195.0, 94255.0, 191101.0, 122298.0, 96093.0, 196519.0, 130699.0, 102054.0, 210053.0]",100275,6.0,-9.477054884066987,0.9799974700161665,0.98,6.687290184215211e-06,210053.0,59140.0,94255.0
4366,CU:select,2020-04-16,16,2020-05-02,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.4, 0.6, 0.2, 0.45, 0.95, 0.65, 0.3, 0.7, 0.25, 0.35, 0.5, 0.975, 0.8, 0.55, 0.75, 0.99, 0.85, 0.9]","[48208.0, 49229.0, 50386.0, 52566.0, 55867.0, 63691.0, 73940.0, 56778.0, 65618.0, 108707.0, 74898.0, 59747.0, 77118.0, 58256.0, 62513.0, 68421.0, 116059.0, 81657.0, 70499.0, 79589.0, 124031.0, 88482.0, 92394.0]",69415,3.0,-7.102917001312176,0.9799926369649847,0.98,2.6342520781014178e-05,124031.0,48208.0,68421.0
4506,CU:nochange,2020-04-16,30,2020-05-16,"[0.025, 0.1, 0.15, 0.05, 0.2, 0.85, 0.65, 0.01, 0.25, 0.9, 0.7, 0.35, 0.5, 0.3, 0.95, 0.55, 0.75, 0.4, 0.975, 0.6, 0.45, 0.99, 0.8]","[68746.0, 76575.0, 84248.0, 72536.0, 87324.0, 182512.0, 128146.0, 66498.0, 92806.0, 202586.0, 131803.0, 101453.0, 114242.0, 96281.0, 232535.0, 117882.0, 151220.0, 104905.0, 248490.0, 121746.0, 107188.0, 260755.0, 159599.0]",91697,5.0,-8.970351987969845,0.9799950391932666,0.98,9.009445793815851e-06,260755.0,66498.0,114242.0
4533,CU:select,2020-04-16,30,2020-05-16,"[0.025, 0.1, 0.15, 0.05, 0.2, 0.85, 0.65, 0.01, 0.25, 0.9, 0.7, 0.35, 0.5, 0.3, 0.95, 0.55, 0.75, 0.4, 0.975, 0.6, 0.45, 0.99, 0.8]","[59154.0, 65510.0, 68604.0, 61217.0, 71187.0, 130975.0, 98819.0, 56962.0, 73091.0, 138728.0, 102356.0, 80207.0, 88444.0, 75209.0, 172841.0, 91354.0, 112233.0, 83417.0, 179842.0, 93251.0, 86756.0, 192133.0, 118862.0]",91697,5.0,-6.738599252126131,0.9799979365303553,0.98,2.7499007896475414e-05,192133.0,56962.0,88444.0
4356,CU:scenario_low,2020-04-16,16,2020-05-02,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.4, 0.6, 0.2, 0.45, 0.95, 0.65, 0.3, 0.7, 0.25, 0.35, 0.5, 0.975, 0.8, 0.55, 0.75, 0.99, 0.85, 0.9]","[48076.0, 49044.0, 50125.0, 52230.0, 55614.0, 63551.0, 73341.0, 56560.0, 65262.0, 108020.0, 74686.0, 59444.0, 76534.0, 58047.0, 62203.0, 67912.0, 114983.0, 81023.0, 70131.0, 79025.0, 122734.0, 87378.0, 91887.0]",69415,3.0,-7.366115643029095,0.9799924581610805,0.98,2.309428241781264e-05,122734.0,48076.0,67912.0
4351,CU:scenario_high,2020-04-16,16,2020-05-02,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.4, 0.6, 0.2, 0.45, 0.95, 0.65, 0.3, 0.7, 0.25, 0.35, 0.5, 0.975, 0.8, 0.55, 0.75, 0.99, 0.85, 0.9]","[48560.0, 49596.0, 51023.0, 53188.0, 56424.0, 64212.0, 74651.0, 57227.0, 66477.0, 111189.0, 75461.0, 60319.0, 77815.0, 58713.0, 62891.0, 69173.0, 118386.0, 82805.0, 71132.0, 80506.0, 126447.0, 90323.0, 93652.0]",69415,3.0,-7.227246652181361,0.979991886379646,0.98,2.4754803919418977e-05,126447.0,48560.0,69173.0
4511,CU:scenario_high,2020-04-16,30,2020-05-16,"[0.025, 0.1, 0.15, 0.05, 0.2, 0.85, 0.65, 0.01, 0.25, 0.9, 0.7, 0.35, 0.5, 0.3, 0.95, 0.55, 0.75, 0.4, 0.975, 0.6, 0.45, 0.99, 0.8]","[63942.0, 71926.0, 75645.0, 67442.0, 78996.0, 156466.0, 112710.0, 61981.0, 82698.0, 173685.0, 117219.0, 90342.0, 99565.0, 86491.0, 208636.0, 102433.0, 133641.0, 94375.0, 218623.0, 109280.0, 96202.0, 229828.0, 142904.0]",91697,5.0,-8.653021749371579,0.9799949999607768,0.98,1.0558578726296841e-05,229828.0,61981.0,99565.0
4361,CU:scenario_mid,2020-04-16,16,2020-05-02,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.4, 0.6, 0.2, 0.45, 0.95, 0.65, 0.3, 0.7, 0.25, 0.35, 0.5, 0.975, 0.8, 0.55, 0.75, 0.99, 0.85, 0.9]","[48208.0, 49229.0, 50386.0, 52566.0, 55867.0, 63691.0, 73940.0, 56778.0, 65618.0, 108707.0, 74898.0, 59747.0, 77118.0, 58256.0, 62513.0, 68421.0, 116059.0, 81657.0, 70499.0, 79589.0, 124031.0, 88482.0, 92394.0]",69415,3.0,-7.102917001312176,0.9799926369649847,0.98,2.6342520781014178e-05,124031.0,48208.0,68421.0
4346,CU:nochange,2020-04-16,16,2020-05-02,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.4, 0.6, 0.2, 0.45, 0.95, 0.65, 0.3, 0.7, 0.25, 0.35, 0.5, 0.975, 0.8, 0.55, 0.75, 0.99, 0.85, 0.9]","[48787.0, 50027.0, 51479.0, 53796.0, 56614.0, 64961.0, 75211.0, 57753.0, 67246.0, 112669.0, 76259.0, 60770.0, 78364.0, 59059.0, 63528.0, 69540.0, 119715.0, 83697.0, 71742.0, 81163.0, 127919.0, 91496.0, 94580.0]",69415,3.0,-7.449888845556186,0.9799937753058074,0.98,2.2146920804891335e-05,127919.0,48787.0,69540.0
4585,YYG:ParamSearch,2020-04-17,29,2020-05-16,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[62388.874107594296, 64111.179420565706, 65933.194954238, 68558.29385105059, 70647.5921692179, 72446.0063472625, 74278.7516327889, 75850.4666083275, 77444.6186406471, 79059.5396231016, 80682.4944929894, 82289.1134293482, 83915.6215618272, 85653.774453959, 87359.344643717, 89265.1305797587, 91320.8381419818, 93813.8157257719, 96919.4150888484, 101434.06028394801, 109155.75865920301, 116872.093131575, 125807.222235898]",91697,5.0,-7.232784194117694,0.9799955995972047,0.98,2.147860785958744e-05,125807.222235898,62388.874107594296,82289.1134293482
4396,YYG:ParamSearch,2020-04-17,15,2020-05-02,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[54653.996678071504, 55681.889286685095, 56774.1296018861, 58165.0801516414, 59209.6120435059, 60088.3778053926, 60948.5596711179, 61656.4904257533, 62371.5578839101, 63106.2067028715, 63778.263758798, 64459.4183936013, 65210.462920509504, 65972.8096098533, 66694.1662654361, 67617.1783458692, 68647.626430688, 69776.5730585369, 71364.9648280699, 73506.3283933109, 76927.6003175892, 79915.555054778, 83111.3661751672]",69415,3.0,-6.1033003044196805,0.9799905182132576,0.98,4.342315142355502e-05,83111.3661751672,54653.996678071504,64459.4183936013
4717,YYG:ParamSearch,2020-04-17,36,2020-05-23,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[64495.2781711861, 66449.46441462259, 68505.0790949345, 71609.6339837074, 74069.3384109347, 76293.9634154186, 78508.3347782099, 80534.43744481349, 82533.5805865442, 84622.3632806243, 86675.2716271099, 88743.5090786579, 90894.9891291332, 93090.91616282279, 95326.7280292523, 97777.01177640949, 100439.45932603301, 103509.30646392301, 107319.542682634, 112826.79328388801, 122258.353979898, 132179.015107821, 144219.36340692]",100275,6.0,-7.530978917960712,0.9799964324108823,0.98,1.7694373725979373e-05,144219.36340692,64495.2781711861,88743.5090786579
4335,YYG:ParamSearch,2020-04-17,8,2020-04-25,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[47940.047342201906, 48451.1480674777, 49019.4959043418, 49734.502543302595, 50245.6187462667, 50655.6018548764, 51053.7328567956, 51384.502326647096, 51713.197069248396, 52041.7747139359, 52347.772498849, 52686.574955878605, 53041.5835677783, 53371.1746041546, 53738.6609560664, 54182.750115023606, 54617.3619854581, 55122.9093718792, 55858.234188354596, 56775.7508283559, 58166.302186201, 59317.9648797053, 60526.52305827769]",55953,2.0,-5.665943677070239,0.9799773076193258,0.98,6.0187610195189256e-05,60526.52305827769,47940.047342201906,52686.574955878605
4479,YYG:ParamSearch,2020-04-17,22,2020-05-09,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[59257.130526233705, 60689.5476500879, 62194.918089255, 64225.0020127255, 65841.626346052, 67182.3789517508, 68544.3695936279, 69684.0989284691, 70850.40724567299, 72004.165654633, 73139.6827123604, 74280.0108473351, 75430.4928135777, 76678.5760635663, 77883.27927188309, 79244.8364731383, 80825.2305443105, 82668.30346917099, 84991.6554402952, 88438.9726842554, 94022.71404598141, 99340.85738864119, 105161.628352813]",81719,4.0,-6.859060809082551,0.979994063051514,0.98,2.742680210335302e-05,105161.628352813,59257.130526233705,74280.0108473351
4866,YYG:ParamSearch,2020-04-17,43,2020-05-30,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[65916.9341200982, 68033.1818301037, 70280.19810222651, 73738.2343742976, 76514.0813231132, 79089.9966493289, 81645.400256784, 84085.1580936064, 86461.786618931, 88943.87604341189, 91424.18255438561, 93901.58058999141, 96551.6045628174, 99262.2201987556, 101970.880901, 105019.814245678, 108346.878301961, 111981.102154259, 116526.910045685, 122923.885760015, 133898.00472346, 145641.524548321, 160182.77551911198]",106926,7.0,-7.8065476284947435,0.9799967972388619,0.98,1.4929693285120615e-05,160182.77551911198,65916.9341200982,93901.58058999141
4327,Imperial:ensemble2,2020-04-19,6,2020-04-25,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[55853.0, 55909.0, 55961.0, 56024.0, 56076.0, 56125.0, 56180.0, 56256.0, 64947.0, 65801.0, 66439.0, 66826.0, 67119.0, 67367.0, 67552.0, 67724.0, 67882.0, 68045.0, 68215.0, 68405.0, 68667.0, 68870.0, 69110.0]",55953,1.0,-1.1890310771003056,0.9798757539871465,0.98,0.0005644900856702339,69110.0,55853.0,66826.0
4326,Imperial:ensemble1,2020-04-19,6,2020-04-25,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[55853.0, 55909.0, 55961.0, 56024.0, 56076.0, 56125.0, 56180.0, 56256.0, 65251.0, 65856.0, 66261.0, 66597.0, 66875.0, 67077.0, 67253.0, 67407.0, 67553.0, 67703.0, 67866.0, 68056.0, 68314.0, 68530.0, 68778.0]",55953,1.0,-1.1890310771003056,0.9798738488786205,0.98,0.0005644900856702339,68778.0,55853.0,66597.0
4314,CU:select,2020-04-19,6,2020-04-25,"[0.01, 0.15, 0.025, 0.2, 0.05, 0.25, 0.55, 0.85, 0.5, 0.8, 0.1, 0.3, 0.6, 0.9, 0.975, 0.4, 0.99, 0.7, 0.65, 0.95, 0.45, 0.75, 0.35]","[48466.0, 51919.0, 49789.0, 52609.0, 50439.0, 53223.0, 55536.0, 57985.0, 55212.0, 57482.0, 51273.0, 53508.0, 55999.0, 58475.0, 59874.0, 54650.0, 61361.0, 56782.0, 56153.0, 59311.0, 55003.0, 57137.0, 54030.0]",55953,1.0,-3.865361885798248,0.9799999787891069,0.98,0.00014808070305477594,61361.0,48466.0,55212.0
4311,CU:scenario_mid,2020-04-19,6,2020-04-25,"[0.01, 0.15, 0.025, 0.2, 0.05, 0.25, 0.55, 0.85, 0.5, 0.8, 0.1, 0.3, 0.6, 0.9, 0.975, 0.4, 0.99, 0.7, 0.65, 0.95, 0.45, 0.75, 0.35]","[48466.0, 51919.0, 49789.0, 52609.0, 50439.0, 53223.0, 55536.0, 57985.0, 55212.0, 57482.0, 51273.0, 53508.0, 55999.0, 58475.0, 59874.0, 54650.0, 61361.0, 56782.0, 56153.0, 59311.0, 55003.0, 57137.0, 54030.0]",55953,1.0,-3.865361885798248,0.9799999787891069,0.98,0.00014808070305477594,61361.0,48466.0,55212.0
